code,rs_percentile_12m,rs_percentile_3m
HK.00888,6.0,21
HK.00889,58.0,13
HK.00893,40.0,38
HK.00894,95.0,78
HK.00895,29.0,45
HK.00896,59.0,33
HK.00897,69.0,86
HK.00898,52.0,50
HK.00899,50.0,29
HK.00900,84.0,70
HK.00901,,84
HK.00902,57.0,51
HK.00907,46.0,58
HK.00909,4.0,6
HK.00910,90.0,97
HK.00911,77.0,2
HK.00912,67.0,61
HK.00914,31.0,38
HK.00915,72.0,94
HK.00916,32.0,43
HK.00917,3.0,33
HK.00918,97.0,88
HK.00919,48.0,51
HK.00921,59.0,48
HK.00922,37.0,62
HK.00923,43.0,32
HK.00924,79.0,82
HK.00926,56.0,50
HK.00927,25.0,32
HK.00928,93.0,97
HK.00929,35.0,30
HK.00931,44.0,76
HK.00932,56.0,79
HK.00933,10.0,26
HK.00934,67.0,75
HK.00936,89.0,47
HK.00938,39.0,40
HK.00939,86.0,87
HK.00941,67.0,63
HK.00943,31.0,35
HK.00945,85.0,67
HK.00947,72.0,74
HK.00948,69.0,72
HK.00950,38.0,63
HK.00951,29.0,15
HK.00952,35.0,71
HK.00953,20.0,24
HK.00954,17.0,10
HK.00956,49.0,70
HK.00959,65.0,58
HK.00960,8.0,7
HK.00966,82.0,77
HK.00968,20.0,38
HK.00969,73.0,96
HK.00970,44.0,93
HK.00974,45.0,51
HK.00975,61.0,80
HK.00976,65.0,58
HK.00978,43.0,48
HK.00979,78.0,89
HK.00980,62.0,87
HK.00981,47.0,14
HK.00983,90.0,97
HK.00984,29.0,76
HK.00986,4.0,12
HK.00987,92.0,80
HK.00989,22.0,17
HK.00990,21.0,37
HK.00991,77.0,83
HK.00992,96.0,90
HK.00993,30.0,39
HK.00994,23.0,6
HK.00995,81.0,74
HK.00997,58.0,90
HK.00998,83.0,88
HK.00999,71.0,84
HK.01000,15.0,7
HK.01001,52.0,36
HK.01002,68.0,79
HK.01003,30.0,35
HK.01004,7.0,71
HK.01005,58.0,63
HK.01007,65.0,58
HK.01008,37.0,28
HK.01009,82.0,55
HK.01010,26.0,97
HK.01011,8.0,42
HK.01013,84.0,50
HK.01020,89.0,90
HK.01021,,29
HK.01022,9.0,8
HK.01023,47.0,32
HK.01024,6.0,3
HK.01025,42.0,80
HK.01026,56.0,95
HK.01027,81.0,6
HK.01028,92.0,10
HK.01029,26.0,29
HK.01030,18.0,43
HK.01033,41.0,69
HK.01036,82.0,74
HK.01037,89.0,91
HK.01038,82.0,77
HK.01039,70.0,72
HK.01044,39.0,23
HK.01045,46.0,49
HK.01046,97.0,98
HK.01047,71.0,62
HK.01049,31.0,13
HK.01050,47.0,26
HK.01051,34.0,38
HK.01052,38.0,39
HK.01053,28.0,42
HK.01055,16.0,17
HK.01057,37.0,54
HK.01058,64.0,46
HK.01059,74.0,82
HK.01060,16.0,35
HK.01061,9.0,11
HK.01063,7.0,36
HK.01064,61.0,87
HK.01065,55.0,55
HK.01066,24.0,32
HK.01068,20.0,62
HK.01069,21.0,32
HK.01070,90.0,88
HK.01071,56.0,70
HK.01072,31.0,10
HK.01073,40.0,46
HK.01075,15.0,42
HK.01079,23.0,12
HK.01080,18.0,53
HK.01081,,7
HK.01082,14.0,15
HK.01083,42.0,42
HK.01084,67.0,42
HK.01085,73.0,37
HK.01086,80.0,93
HK.01087,91.0,84
HK.01088,80.0,77
HK.01090,30.0,49
HK.01091,35.0,44
HK.01093,76.0,76
HK.01094,34.0,44
HK.01097,58.0,64
HK.01098,34.0,55
HK.01099,42.0,29
HK.01100,53.0,28
HK.01101,65.0,58
HK.01102,94.0,88
HK.01104,84.0,94
HK.01105,46.0,69
HK.01107,33.0,58
HK.01108,19.0,62
HK.01109,53.0,16
HK.01110,31.0,19
HK.01111,61.0,69
HK.01112,90.0,94
HK.01113,80.0,72
HK.01114,17.0,63
HK.01115,42.0,51
HK.01116,41.0,41
HK.01117,86.0,92
HK.01118,79.0,75
HK.01119,35.0,93
HK.01120,17.0,12
HK.01121,1.0,14
HK.01122,9.0,5
HK.01123,82.0,90
HK.01124,6.0,49
HK.01125,20.0,36
HK.01126,28.0,54
HK.01127,63.0,64
HK.01128,60.0,63
HK.01129,12.0,51
HK.01130,39.0,11
HK.01132,88.0,91
HK.01133,67.0,22
HK.01134,44.0,13
HK.01137,35.0,49
HK.01138,92.0,95
HK.01141,3.0,0
HK.01142,13.0,81
HK.01145,58.0,44
HK.01146,88.0,61
HK.01147,19.0,10
HK.01148,41.0,38
HK.01150,9.0,40
HK.01152,13.0,17
HK.01153,54.0,52
HK.01156,92.0,68
HK.01157,29.0,14
HK.01159,68.0,48
HK.01161,87.0,40
HK.01162,85.0,93
HK.01163,57.0,23
HK.01164,15.0,10
HK.01165,65.0,58
HK.01166,31.0,94
HK.01167,58.0,89
HK.01168,86.0,91
HK.01170,52.0,76
HK.01171,79.0,75
HK.01172,80.0,94
HK.01173,60.0,70
HK.01176,13.0,92
HK.01177,55.0,85
HK.01179,60.0,65
HK.01180,88.0,41
HK.01181,13.0,67
HK.01182,69.0,72
HK.01183,34.0,28
HK.01184,94.0,91
HK.01186,47.0,45
HK.01187,,65
HK.01188,65.0,58
HK.01193,46.0,74
HK.01195,62.0,96
HK.01196,44.0,92
HK.01198,29.0,52
HK.01199,77.0,90
HK.01200,23.0,9
HK.01201,91.0,27
HK.01202,84.0,43
HK.01203,44.0,56
HK.01204,76.0,81
HK.01205,73.0,64
HK.01206,13.0,28
HK.01208,74.0,68
HK.01209,55.0,50
HK.01211,40.0,28
HK.01213,80.0,52
HK.01215,42.0,76
HK.01216,50.0,51
HK.01218,42.0,71
HK.01220,65.0,58
HK.01221,63.0,51
HK.01222,63.0,65
HK.01223,56.0,62
HK.01224,62.0,53
HK.01225,76.0,55
HK.01228,37.0,24
HK.01229,37.0,55
HK.01231,77.0,73
HK.01232,76.0,91
HK.01233,32.0,97
HK.01234,45.0,22
HK.01235,79.0,72
HK.01236,,5
HK.01237,60.0,81
HK.01238,13.0,11
HK.01239,16.0,9
HK.01240,62.0,73
HK.01241,75.0,94
HK.01243,37.0,29
HK.01244,8.0,70
HK.01245,87.0,87
HK.01247,5.0,21
HK.01250,13.0,23
HK.01251,19.0,14
HK.01252,46.0,58
HK.01253,15.0,64
HK.01255,95.0,13
HK.01257,49.0,47
HK.01258,81.0,86
HK.01259,57.0,41
HK.01260,37.0,42
HK.01262,87.0,69
HK.01265,44.0,64
HK.01268,1.0,2
HK.01269,83.0,86
HK.01270,53.0,36
HK.01271,4.0,55
HK.01272,72.0,76
HK.01273,88.0,82
HK.01274,3.0,3
HK.01276,17.0,12
HK.01277,85.0,78
HK.01278,48.0,72
HK.01280,90.0,98
HK.01281,47.0,48
HK.01282,54.0,93
HK.01283,77.0,83
HK.01284,92.0,94
HK.01285,93.0,97
HK.01286,87.0,28
HK.01288,81.0,81
HK.01289,44.0,31
HK.01290,75.0,78
HK.01292,12.0,31
HK.01293,65.0,58
HK.01298,80.0,71
HK.01299,62.0,71
HK.01300,98.0,97
HK.01301,25.0,37
HK.01302,29.0,39
HK.01303,19.0,13
HK.01304,45.0,52
HK.01305,81.0,84
HK.01308,92.0,93
HK.01310,48.0,27
HK.01312,72.0,75
HK.01313,16.0,30
HK.01314,81.0,77
HK.01315,26.0,69
HK.01316,46.0,74
HK.01317,9.0,23
HK.01318,12.0,22
HK.01319,78.0,71
HK.01321,83.0,75
HK.01323,87.0,56
HK.01326,52.0,58
HK.01327,96.0,90
HK.01328,31.0,20
HK.01330,78.0,84
HK.01332,82.0,65
HK.01333,7.0,38
HK.01334,46.0,13
HK.01335,31.0,31
HK.01336,62.0,63
HK.01338,36.0,63
HK.01339,66.0,87
HK.01340,58.0,11
HK.01341,2.0,35
HK.01343,86.0,79
HK.01345,70.0,44
HK.01346,54.0,42
HK.01347,85.0,5
HK.01348,80.0,34
HK.01349,49.0,54
HK.01351,5.0,2
HK.01354,54.0,94
HK.01355,90.0,88
HK.01357,21.0,39
HK.01358,29.0,36
HK.01359,28.0,35
HK.01361,46.0,55
HK.01362,91.0,54
HK.01364,59.0,53
HK.01368,21.0,43
HK.01370,30.0,96
HK.01371,5.0,20
HK.01372,82.0,88
HK.01373,47.0,53
HK.01375,36.0,47
HK.01376,24.0,58
HK.01378,30.0,40
HK.01379,10.0,52
HK.01380,56.0,3
HK.01382,28.0,44
HK.01384,,6
HK.01385,18.0,21
HK.01388,22.0,47
HK.01389,83.0,35
HK.01393,2.0,1
HK.01395,30.0,50
HK.01396,90.0,23
HK.01397,17.0,8
HK.01398,84.0,79
HK.01399,86.0,17
HK.01400,81.0,90
HK.01401,6.0,27
HK.01402,95.0,97
HK.01405,7.0,10
HK.01406,65.0,58
HK.01407,85.0,92
HK.01408,87.0,62
HK.01410,91.0,66
HK.01412,41.0,52
HK.01413,45.0,91
HK.01415,38.0,56
HK.01416,70.0,69
HK.01417,99.0,74
HK.01418,9.0,4
HK.01419,50.0,54
HK.01420,87.0,94
HK.01421,88.0,75
HK.01425,61.0,53
HK.01427,27.0,12
HK.01428,40.0,55
HK.01429,94.0,95
HK.01431,74.0,87
HK.01432,73.0,55
HK.01433,49.0,58
HK.01440,89.0,81
HK.01442,40.0,50
HK.01443,67.0,88
HK.01446,26.0,17
HK.01447,68.0,23
HK.01448,57.0,58
HK.01449,98.0,99
HK.01450,34.0,21
HK.01451,76.0,75
HK.01452,93.0,87
HK.01455,84.0,87
HK.01456,31.0,44
HK.01458,28.0,32
HK.01459,26.0,10
HK.01460,53.0,56
HK.01461,75.0,74
HK.01463,88.0,90
HK.01466,95.0,91
HK.01468,2.0,48
HK.01470,31.0,6
HK.01471,9.0,31
HK.01472,82.0,28
HK.01473,94.0,24
HK.01475,61.0,53
HK.01476,30.0,39
HK.01477,35.0,48
HK.01478,7.0,4
HK.01480,21.0,11
HK.01481,81.0,47
HK.01483,82.0,84
HK.01486,21.0,28
HK.01488,88.0,91
HK.01489,99.0,99
HK.01490,81.0,66
HK.01496,82.0,89
HK.01497,75.0,89
HK.01498,29.0,31
HK.01499,20.0,79
HK.01500,97.0,95
HK.01501,79.0,77
HK.01502,56.0,45
HK.01508,47.0,70
HK.01511,,13
HK.01513,26.0,10
HK.01515,48.0,52
HK.01516,21.0,48
HK.01518,2.0,8
HK.01519,59.0,49
HK.01520,46.0,95
HK.01521,67.0,39
HK.01522,28.0,35
HK.01523,61.0,27
HK.01525,69.0,65
HK.01526,61.0,12
HK.01527,79.0,93
HK.01528,32.0,44
HK.01529,95.0,98
HK.01530,24.0,34
HK.01532,86.0,87
HK.01536,97.0,99
HK.01538,92.0,85
HK.01539,48.0,25
HK.01540,92.0,94
HK.01541,8.0,12
HK.01542,11.0,37
HK.01543,30.0,63
HK.01545,93.0,84
HK.01546,75.0,13
HK.01547,64.0,68
HK.01548,96.0,98
HK.01549,19.0,65
HK.01551,47.0,32
HK.01552,88.0,81
HK.01553,71.0,80
HK.01555,51.0,87
HK.01556,33.0,30
HK.01557,90.0,23
HK.01559,28.0,46
HK.01560,96.0,98
HK.01561,69.0,90
HK.01563,28.0,50
HK.01565,64.0,35
HK.01566,99.0,99
HK.01568,57.0,66
HK.01569,17.0,26
HK.01570,97.0,75
HK.01571,67.0,53
HK.01572,32.0,36
HK.01575,21.0,40
HK.01576,71.0,73
HK.01577,76.0,71
HK.01578,55.0,62
HK.01579,74.0,44
HK.01580,82.0,84
HK.01581,77.0,23
HK.01582,85.0,89
HK.01583,43.0,34
HK.01585,29.0,17
HK.01586,22.0,16
HK.01587,35.0,49
HK.01588,31.0,78
HK.01591,25.0,15
HK.01592,49.0,13
HK.01593,51.0,78
HK.01596,9.0,26
HK.01597,92.0,41
HK.01598,65.0,58
HK.01599,38.0,48
HK.01600,46.0,55
HK.01601,50.0,35
HK.01606,72.0,84
HK.01608,1.0,1
HK.01609,,2
HK.01610,41.0,76
HK.01611,27.0,49
HK.01612,33.0,46
HK.01613,97.0,97
HK.01615,88.0,61
HK.01616,65.0,58
