code,rs_percentile_12m,rs_percentile_3m
HK.00865,84.0,79
HK.00866,58.0,83
HK.00867,42.0,32
HK.00868,51.0,23
HK.00869,56.0,68
HK.00871,16.0,35
HK.00873,12.0,19
HK.00874,33.0,29
HK.00875,2.0,2
HK.00876,6.0,20
HK.00878,56.0,41
HK.00880,18.0,40
HK.00881,1.0,2
HK.00882,50.0,63
HK.00883,78.0,73
HK.00884,2.0,8
HK.00887,73.0,60
HK.00888,5.0,28
HK.00889,48.0,11
HK.00893,43.0,33
HK.00894,95.0,84
HK.00895,25.0,43
HK.00896,68.0,50
HK.00897,72.0,90
HK.00898,45.0,28
HK.00899,88.0,96
HK.00900,83.0,66
HK.00901,,31
HK.00902,66.0,62
HK.00907,47.0,55
HK.00909,3.0,2
HK.00910,82.0,94
HK.00911,69.0,2
HK.00912,70.0,72
HK.00914,31.0,23
HK.00915,53.0,84
HK.00916,32.0,33
HK.00917,3.0,12
HK.00918,95.0,4
HK.00919,52.0,59
HK.00921,59.0,47
HK.00922,31.0,45
HK.00923,32.0,33
HK.00924,60.0,80
HK.00926,49.0,37
HK.00927,30.0,65
HK.00928,94.0,97
HK.00929,50.0,30
HK.00931,41.0,77
HK.00932,65.0,80
HK.00933,22.0,82
HK.00934,59.0,70
HK.00936,74.0,65
HK.00938,45.0,44
HK.00939,84.0,78
HK.00941,66.0,53
HK.00943,48.0,81
HK.00945,82.0,66
HK.00947,66.0,77
HK.00948,82.0,91
HK.00950,48.0,84
HK.00951,30.0,14
HK.00952,23.0,42
HK.00953,9.0,9
HK.00954,16.0,17
HK.00956,52.0,68
HK.00959,61.0,55
HK.00960,14.0,8
HK.00966,80.0,60
HK.00968,20.0,18
HK.00969,78.0,94
HK.00970,24.0,81
HK.00974,43.0,68
HK.00975,71.0,78
HK.00976,61.0,55
HK.00978,47.0,49
HK.00979,83.0,93
HK.00980,70.0,77
HK.00981,53.0,20
HK.00983,89.0,96
HK.00984,33.0,84
HK.00986,0.0,0
HK.00987,91.0,84
HK.00989,8.0,8
HK.00990,39.0,76
HK.00991,77.0,75
HK.00992,97.0,94
HK.00993,32.0,62
HK.00994,48.0,80
HK.00995,76.0,41
HK.00997,26.0,50
HK.00998,83.0,82
HK.00999,76.0,85
HK.01000,42.0,82
HK.01001,43.0,28
HK.01002,60.0,67
HK.01003,65.0,89
HK.01004,23.0,95
HK.01005,47.0,34
HK.01007,61.0,55
HK.01008,60.0,75
HK.01009,74.0,40
HK.01010,16.0,97
HK.01011,9.0,47
HK.01013,90.0,87
HK.01020,85.0,73
HK.01021,,15
HK.01022,14.0,29
HK.01023,47.0,35
HK.01024,6.0,8
HK.01025,27.0,42
HK.01026,89.0,98
HK.01027,75.0,13
HK.01028,92.0,21
HK.01029,26.0,26
HK.01030,31.0,67
HK.01033,51.0,70
HK.01036,80.0,77
HK.01037,89.0,72
HK.01038,79.0,70
HK.01039,76.0,85
HK.01044,35.0,23
HK.01045,42.0,43
HK.01046,98.0,99
HK.01047,63.0,59
HK.01049,16.0,14
HK.01050,47.0,71
HK.01051,9.0,4
HK.01052,34.0,29
HK.01053,29.0,42
HK.01055,19.0,13
HK.01057,41.0,50
HK.01058,45.0,27
HK.01059,72.0,63
HK.01060,20.0,35
HK.01061,9.0,19
HK.01063,13.0,34
HK.01064,38.0,67
HK.01065,54.0,43
HK.01066,28.0,49
HK.01068,21.0,52
HK.01069,23.0,14
HK.01070,90.0,83
HK.01071,59.0,58
HK.01072,31.0,15
HK.01073,44.0,46
HK.01075,12.0,40
HK.01079,14.0,16
HK.01080,8.0,18
HK.01081,,13
HK.01082,13.0,22
HK.01083,41.0,30
HK.01084,62.0,42
HK.01085,56.0,31
HK.01086,87.0,95
HK.01087,93.0,94
HK.01088,76.0,68
HK.01090,40.0,75
HK.01091,67.0,85
HK.01093,82.0,80
HK.01094,33.0,37
HK.01097,55.0,67
HK.01098,32.0,57
HK.01099,35.0,24
HK.01100,58.0,39
HK.01101,61.0,55
HK.01102,93.0,33
HK.01104,87.0,93
HK.01105,39.0,60
HK.01107,22.0,55
HK.01108,12.0,29
HK.01109,63.0,16
HK.01110,38.0,39
HK.01111,60.0,74
HK.01112,92.0,93
HK.01113,77.0,53
HK.01114,38.0,66
HK.01115,71.0,91
HK.01116,42.0,50
HK.01117,86.0,87
HK.01118,75.0,73
HK.01119,33.0,76
HK.01120,16.0,20
HK.01121,2.0,19
HK.01122,7.0,5
HK.01123,83.0,88
HK.01124,5.0,36
HK.01125,22.0,36
HK.01126,24.0,24
HK.01127,58.0,61
HK.01128,59.0,42
HK.01129,8.0,55
HK.01130,11.0,2
HK.01132,81.0,41
HK.01133,55.0,18
HK.01134,22.0,7
HK.01137,27.0,39
HK.01138,91.0,92
HK.01141,2.0,1
HK.01142,9.0,40
HK.01145,56.0,32
HK.01146,88.0,50
HK.01147,40.0,72
HK.01148,37.0,40
HK.01150,6.0,62
HK.01152,7.0,7
HK.01153,33.0,16
HK.01156,90.0,76
HK.01157,24.0,5
HK.01159,53.0,38
HK.01161,85.0,51
HK.01162,86.0,89
HK.01163,71.0,49
HK.01164,23.0,6
HK.01165,63.0,55
HK.01166,37.0,94
HK.01167,56.0,81
HK.01168,84.0,78
HK.01170,34.0,43
HK.01171,72.0,49
HK.01172,72.0,93
HK.01173,53.0,72
HK.01176,30.0,84
HK.01177,68.0,79
HK.01179,59.0,32
HK.01180,89.0,66
HK.01181,11.0,69
HK.01182,46.0,21
HK.01183,26.0,17
HK.01184,92.0,73
HK.01186,47.0,36
HK.01187,,36
HK.01188,61.0,55
HK.01193,50.0,68
HK.01195,70.0,96
HK.01196,48.0,89
HK.01198,14.0,17
HK.01199,84.0,91
HK.01200,24.0,5
HK.01201,85.0,47
HK.01202,82.0,24
HK.01203,40.0,62
HK.01204,78.0,80
HK.01205,84.0,88
HK.01206,8.0,19
HK.01208,84.0,65
HK.01209,57.0,50
HK.01211,44.0,25
HK.01213,85.0,75
HK.01215,68.0,91
HK.01216,48.0,58
HK.01218,38.0,61
HK.01220,61.0,55
HK.01221,52.0,21
HK.01222,41.0,23
HK.01223,48.0,34
HK.01224,54.0,45
HK.01225,84.0,80
HK.01228,32.0,31
HK.01229,37.0,61
HK.01231,73.0,73
HK.01232,34.0,51
HK.01233,65.0,98
HK.01234,36.0,20
HK.01235,83.0,85
HK.01236,,3
HK.01237,54.0,35
HK.01238,24.0,39
HK.01239,20.0,12
HK.01240,57.0,58
HK.01241,70.0,88
HK.01243,35.0,28
HK.01244,16.0,71
HK.01245,90.0,95
HK.01247,5.0,30
HK.01250,13.0,17
HK.01251,16.0,17
HK.01252,41.0,55
HK.01253,51.0,92
HK.01255,95.0,10
HK.01257,46.0,60
HK.01258,86.0,74
HK.01259,67.0,50
HK.01260,33.0,19
HK.01262,88.0,72
HK.01265,29.0,37
HK.01268,2.0,24
HK.01269,75.0,88
HK.01270,52.0,39
HK.01271,5.0,90
HK.01272,67.0,67
HK.01273,81.0,67
HK.01274,3.0,2
HK.01276,16.0,21
HK.01277,86.0,75
HK.01278,55.0,74
HK.01280,82.0,98
HK.01281,62.0,81
HK.01282,44.0,66
HK.01283,77.0,82
HK.01284,94.0,97
HK.01285,93.0,93
HK.01286,82.0,18
HK.01288,84.0,79
HK.01289,43.0,41
HK.01290,69.0,75
HK.01292,11.0,25
HK.01293,61.0,55
HK.01298,74.0,66
HK.01299,66.0,65
HK.01300,99.0,98
HK.01301,25.0,30
HK.01302,39.0,38
HK.01303,7.0,8
HK.01304,68.0,82
HK.01305,77.0,86
HK.01308,92.0,90
HK.01310,49.0,31
HK.01312,76.0,69
HK.01313,15.0,20
HK.01314,81.0,73
HK.01315,32.0,59
HK.01316,54.0,73
HK.01317,19.0,72
HK.01318,11.0,10
HK.01319,74.0,62
HK.01321,79.0,83
HK.01323,84.0,45
HK.01326,47.0,55
HK.01327,96.0,86
HK.01328,36.0,12
HK.01330,78.0,79
HK.01332,75.0,83
HK.01333,5.0,46
HK.01334,35.0,6
HK.01335,20.0,15
HK.01336,66.0,43
HK.01338,48.0,78
HK.01339,71.0,83
HK.01340,72.0,32
HK.01341,3.0,46
HK.01343,90.0,92
HK.01345,68.0,51
HK.01346,63.0,63
HK.01347,83.0,9
HK.01348,59.0,18
HK.01349,57.0,76
HK.01351,45.0,93
HK.01354,58.0,89
HK.01355,87.0,92
HK.01357,22.0,32
HK.01358,19.0,17
HK.01359,29.0,35
HK.01361,54.0,65
HK.01362,89.0,52
HK.01364,55.0,32
HK.01368,24.0,42
HK.01370,13.0,23
HK.01371,16.0,91
HK.01372,79.0,71
HK.01373,48.0,49
HK.01375,31.0,35
HK.01376,22.0,55
HK.01378,36.0,27
HK.01379,7.0,70
HK.01380,27.0,3
HK.01382,31.0,36
HK.01384,,14
HK.01385,28.0,79
HK.01388,11.0,22
HK.01389,93.0,89
HK.01392,,97
HK.01393,4.0,7
HK.01395,24.0,14
HK.01396,91.0,62
HK.01397,18.0,17
HK.01398,83.0,72
HK.01399,89.0,35
HK.01400,91.0,95
HK.01401,8.0,77
HK.01402,95.0,97
HK.01405,8.0,8
HK.01406,61.0,55
HK.01407,84.0,89
HK.01408,87.0,79
HK.01410,95.0,93
HK.01412,37.0,59
HK.01413,19.0,71
HK.01415,40.0,49
HK.01416,76.0,60
HK.01417,99.0,18
HK.01418,5.0,3
HK.01419,49.0,67
HK.01420,86.0,90
HK.01421,88.0,84
HK.01425,52.0,44
HK.01427,73.0,87
HK.01428,32.0,62
HK.01429,93.0,41
HK.01431,81.0,76
HK.01432,66.0,50
HK.01433,42.0,55
HK.01440,93.0,94
HK.01442,41.0,50
HK.01443,92.0,97
HK.01446,21.0,18
HK.01447,68.0,33
HK.01448,55.0,55
HK.01449,98.0,98
HK.01450,36.0,25
HK.01451,89.0,94
HK.01452,89.0,81
HK.01455,84.0,86
HK.01456,27.0,36
HK.01458,18.0,16
HK.01459,28.0,43
HK.01460,46.0,50
HK.01461,77.0,72
HK.01463,87.0,78
HK.01466,95.0,97
HK.01468,4.0,49
HK.01470,52.0,21
HK.01471,24.0,91
HK.01472,80.0,11
HK.01473,96.0,68
HK.01475,65.0,69
HK.01476,20.0,45
HK.01477,34.0,49
HK.01478,8.0,9
HK.01480,35.0,15
HK.01481,70.0,31
HK.01483,76.0,81
HK.01486,17.0,20
HK.01488,87.0,87
HK.01489,99.0,99
HK.01490,72.0,48
HK.01496,87.0,91
HK.01497,67.0,66
HK.01498,21.0,20
HK.01499,17.0,59
HK.01500,97.0,94
HK.01501,76.0,69
HK.01502,58.0,50
HK.01508,52.0,50
HK.01511,,7
HK.01513,29.0,39
HK.01515,46.0,49
HK.01516,21.0,34
HK.01518,1.0,1
HK.01519,56.0,26
HK.01520,55.0,94
HK.01521,73.0,60
HK.01522,22.0,29
HK.01523,70.0,50
HK.01525,54.0,27
HK.01526,45.0,18
HK.01527,83.0,90
HK.01528,34.0,52
HK.01529,94.0,98
HK.01530,26.0,37
HK.01532,87.0,71
HK.01536,98.0,99
HK.01538,91.0,90
HK.01539,32.0,10
HK.01540,94.0,96
HK.01541,13.0,41
HK.01542,6.0,48
HK.01543,22.0,71
HK.01545,91.0,89
HK.01546,88.0,85
HK.01547,75.0,84
HK.01548,97.0,98
HK.01549,22.0,51
HK.01551,52.0,44
HK.01552,81.0,71
HK.01553,70.0,66
HK.01555,43.0,86
HK.01556,31.0,36
HK.01557,89.0,46
HK.01559,30.0,25
HK.01560,95.0,96
HK.01561,50.0,90
HK.01563,22.0,68
HK.01565,27.0,11
HK.01566,99.0,99
HK.01568,71.0,78
HK.01569,9.0,21
HK.01570,96.0,7
HK.01571,65.0,40
HK.01572,23.0,37
HK.01575,18.0,41
HK.01576,71.0,69
HK.01577,67.0,48
HK.01578,53.0,40
HK.01579,73.0,27
HK.01580,96.0,98
HK.01581,88.0,50
HK.01582,90.0,95
HK.01583,31.0,36
HK.01585,23.0,9
HK.01586,13.0,6
HK.01587,30.0,38
HK.01588,16.0,22
HK.01591,29.0,41
HK.01592,48.0,23
HK.01593,40.0,61
HK.01596,7.0,82
HK.01597,91.0,21
HK.01598,61.0,55
HK.01599,34.0,35
HK.01600,49.0,70
HK.01601,47.0,24
HK.01606,71.0,70
HK.01608,1.0,1
HK.01609,,2
HK.01610,35.0,66
HK.01611,33.0,76
HK.01612,34.0,43
HK.01613,97.0,51
HK.01615,93.0,93
