code,rs_percentile_12m,rs_percentile_3m
HK.00243,82.0,36
HK.00244,72.0,85
HK.00245,39.0,30
HK.00247,62.0,56
HK.00248,43.0,74
HK.00251,39.0,23
HK.00252,69.0,64
HK.00253,66.0,42
HK.00254,1.0,88
HK.00255,60.0,63
HK.00256,78.0,94
HK.00257,68.0,50
HK.00258,39.0,38
HK.00259,11.0,6
HK.00261,72.0,84
HK.00262,57.0,50
HK.00264,16.0,9
HK.00265,33.0,10
HK.00266,73.0,82
HK.00267,80.0,80
HK.00268,36.0,54
HK.00269,60.0,56
HK.00270,85.0,83
HK.00271,34.0,25
HK.00272,27.0,45
HK.00274,63.0,56
HK.00276,46.0,61
HK.00277,22.0,36
HK.00279,24.0,74
HK.00280,86.0,76
HK.00285,33.0,63
HK.00286,63.0,56
HK.00287,71.0,67
HK.00288,30.0,9
HK.00289,70.0,59
HK.00290,12.0,25
HK.00291,26.0,15
HK.00293,85.0,70
HK.00294,85.0,84
HK.00295,37.0,34
HK.00296,33.0,36
HK.00297,44.0,48
HK.00298,39.0,50
HK.00299,63.0,56
HK.00300,82.0,74
HK.00301,98.0,94
HK.00302,14.0,46
HK.00303,47.0,43
HK.00305,18.0,12
HK.00306,74.0,64
HK.00308,52.0,59
HK.00309,8.0,13
HK.00311,83.0,79
HK.00312,12.0,4
HK.00313,37.0,70
HK.00314,30.0,82
HK.00315,70.0,63
HK.00316,81.0,54
HK.00317,75.0,92
HK.00318,90.0,61
HK.00320,41.0,39
HK.00321,55.0,19
HK.00322,76.0,40
HK.00323,32.0,66
HK.00325,78.0,86
HK.00326,94.0,16
HK.00327,44.0,71
HK.00328,5.0,87
HK.00329,2.0,2
HK.00330,13.0,50
HK.00331,54.0,51
HK.00332,4.0,20
HK.00333,28.0,33
HK.00334,31.0,19
HK.00335,61.0,66
HK.00336,56.0,87
HK.00337,5.0,4
HK.00338,40.0,49
HK.00340,85.0,89
HK.00341,72.0,71
HK.00343,36.0,70
HK.00345,61.0,72
HK.00346,12.0,23
HK.00347,23.0,61
HK.00348,15.0,39
HK.00351,61.0,32
HK.00352,63.0,56
HK.00353,83.0,88
HK.00354,59.0,84
HK.00355,62.0,68
HK.00357,18.0,36
HK.00358,66.0,30
HK.00360,67.0,95
HK.00361,71.0,88
HK.00362,63.0,56
HK.00363,65.0,54
HK.00365,48.0,4
HK.00366,47.0,59
HK.00367,29.0,33
HK.00368,99.0,93
HK.00369,55.0,30
HK.00370,3.0,25
HK.00371,13.0,3
HK.00372,22.0,7
HK.00373,37.0,25
HK.00374,61.0,63
HK.00375,42.0,24
HK.00376,29.0,89
HK.00377,98.0,98
HK.00379,95.0,98
HK.00380,57.0,75
HK.00381,3.0,18
HK.00382,5.0,46
HK.00383,42.0,45
HK.00384,30.0,36
HK.00385,26.0,70
HK.00386,72.0,72
HK.00387,59.0,22
HK.00388,62.0,47
HK.00389,79.0,94
HK.00390,43.0,45
HK.00391,97.0,98
HK.00392,61.0,60
HK.00393,66.0,53
HK.00396,90.0,3
HK.00397,56.0,83
HK.00398,68.0,66
HK.00399,9.0,56
HK.00400,88.0,86
HK.00401,48.0,10
HK.00403,83.0,88
HK.00406,22.0,25
HK.00408,87.0,76
HK.00410,10.0,12
HK.00411,72.0,75
HK.00412,4.0,85
HK.00413,37.0,68
HK.00417,30.0,53
HK.00418,52.0,75
HK.00419,82.0,38
HK.00420,69.0,32
HK.00422,43.0,47
HK.00423,45.0,44
HK.00425,28.0,16
HK.00426,87.0,90
HK.00430,47.0,63
HK.00432,51.0,25
HK.00433,7.0,2
HK.00434,58.0,90
HK.00436,73.0,88
HK.00438,11.0,17
HK.00439,10.0,15
HK.00440,86.0,75
HK.00442,45.0,79
HK.00444,63.0,56
HK.00450,39.0,23
HK.00451,9.0,5
HK.00455,78.0,84
HK.00456,52.0,27
HK.00458,79.0,81
HK.00460,11.0,8
HK.00464,27.0,24
HK.00465,98.0,64
HK.00467,46.0,78
HK.00468,63.0,56
HK.00470,,22
HK.00471,1.0,5
HK.00472,30.0,16
HK.00474,96.0,84
HK.00475,16.0,6
HK.00476,76.0,94
HK.00480,53.0,33
HK.00482,14.0,11
HK.00483,40.0,65
HK.00484,29.0,16
HK.00485,35.0,7
HK.00486,19.0,35
HK.00487,21.0,51
HK.00488,69.0,51
HK.00491,82.0,95
HK.00493,21.0,48
HK.00496,7.0,63
HK.00497,35.0,19
HK.00498,16.0,56
HK.00499,91.0,81
HK.00500,48.0,65
HK.00505,70.0,75
HK.00506,70.0,87
HK.00508,22.0,24
HK.00509,63.0,56
HK.00510,26.0,6
HK.00511,24.0,19
HK.00512,27.0,29
HK.00513,65.0,90
HK.00515,57.0,56
HK.00517,79.0,87
HK.00518,30.0,20
HK.00519,45.0,31
HK.00520,4.0,12
HK.00521,26.0,43
HK.00522,91.0,49
HK.00524,97.0,41
HK.00525,69.0,54
HK.00526,52.0,23
HK.00527,82.0,85
HK.00528,74.0,66
HK.00529,49.0,46
HK.00532,35.0,28
HK.00533,50.0,41
HK.00535,14.0,49
HK.00536,77.0,67
HK.00538,55.0,45
HK.00540,83.0,81
HK.00542,84.0,87
HK.00543,36.0,18
HK.00544,6.0,17
HK.00546,16.0,20
HK.00547,21.0,14
HK.00548,56.0,44
HK.00550,94.0,0
HK.00551,48.0,29
HK.00552,62.0,67
HK.00553,16.0,28
HK.00554,37.0,44
HK.00556,68.0,7
HK.00557,21.0,16
HK.00558,2.0,7
HK.00559,57.0,56
HK.00560,36.0,42
HK.00563,32.0,61
HK.00564,18.0,17
HK.00565,95.0,95
HK.00567,95.0,75
HK.00568,52.0,17
HK.00570,15.0,18
HK.00571,53.0,79
HK.00572,46.0,59
HK.00573,51.0,71
HK.00574,4.0,37
HK.00575,56.0,37
HK.00576,47.0,34
HK.00579,30.0,27
HK.00580,5.0,4
HK.00581,25.0,10
HK.00582,21.0,39
HK.00583,25.0,18
HK.00585,98.0,36
HK.00586,20.0,13
HK.00587,5.0,18
HK.00588,35.0,35
HK.00590,43.0,19
HK.00591,45.0,52
HK.00595,96.0,86
HK.00596,4.0,6
HK.00598,72.0,75
HK.00599,29.0,31
HK.00600,,97
HK.00601,49.0,28
HK.00602,40.0,59
HK.00603,24.0,49
HK.00604,25.0,15
HK.00605,32.0,26
HK.00606,37.0,50
HK.00607,9.0,1
HK.00608,43.0,50
HK.00609,33.0,52
HK.00610,74.0,60
HK.00611,42.0,33
HK.00613,96.0,88
HK.00616,1.0,18
HK.00617,51.0,84
HK.00618,85.0,14
HK.00619,43.0,39
HK.00620,11.0,25
HK.00621,42.0,32
HK.00622,97.0,92
HK.00623,72.0,71
HK.00626,92.0,97
HK.00627,39.0,20
HK.00628,75.0,8
HK.00629,53.0,63
HK.00630,26.0,94
HK.00631,76.0,86
HK.00632,10.0,21
HK.00635,73.0,84
HK.00636,52.0,53
HK.00637,59.0,64
HK.00639,76.0,83
HK.00640,57.0,38
HK.00641,76.0,58
HK.00643,13.0,6
HK.00645,85.0,82
HK.00646,94.0,98
HK.00648,0.0,1
HK.00650,24.0,8
HK.00653,94.0,97
HK.00655,84.0,43
HK.00656,81.0,83
HK.00657,87.0,96
HK.00658,12.0,17
HK.00659,69.0,52
HK.00660,92.0,66
HK.00661,89.0,87
HK.00662,68.0,45
HK.00664,,12
HK.00666,12.0,14
HK.00667,27.0,44
HK.00669,83.0,45
HK.00670,17.0,14
HK.00672,13.0,17
HK.00673,4.0,14
HK.00674,24.0,80
HK.00675,51.0,37
HK.00676,68.0,63
HK.00677,77.0,80
HK.00679,97.0,7
HK.00681,42.0,49
HK.00682,38.0,34
HK.00683,49.0,33
HK.00684,25.0,43
HK.00685,52.0,64
HK.00686,7.0,3
HK.00687,84.0,91
HK.00688,55.0,25
HK.00689,33.0,35
HK.00690,16.0,73
HK.00691,7.0,42
HK.00693,61.0,66
HK.00694,20.0,18
HK.00695,78.0,34
HK.00696,52.0,73
HK.00697,19.0,10
HK.00698,31.0,87
HK.00700,32.0,35
HK.00701,9.0,35
HK.00702,63.0,56
HK.00703,38.0,76
HK.00704,68.0,56
HK.00707,63.0,56
HK.00708,63.0,56
HK.00709,57.0,52
HK.00710,45.0,70
HK.00711,75.0,65
HK.00712,25.0,83
HK.00713,33.0,37
HK.00716,17.0,20
HK.00717,20.0,22
HK.00718,46.0,66
HK.00719,45.0,33
HK.00720,74.0,17
HK.00722,40.0,19
HK.00723,81.0,87
HK.00725,81.0,74
HK.00726,65.0,80
HK.00727,16.0,49
HK.00728,50.0,53
HK.00730,58.0,61
HK.00731,84.0,13
HK.00732,31.0,24
HK.00733,16.0,11
HK.00736,3.0,74
HK.00737,77.0,78
HK.00738,84.0,77
HK.00743,28.0,5
HK.00745,98.0,11
HK.00746,48.0,44
HK.00747,55.0,79
HK.00750,18.0,12
HK.00751,35.0,15
HK.00752,41.0,29
HK.00753,19.0,23
HK.00754,46.0,56
HK.00755,31.0,15
HK.00756,92.0,98
HK.00757,20.0,33
HK.00759,39.0,29
HK.00760,14.0,21
HK.00762,22.0,32
HK.00763,34.0,29
HK.00764,4.0,8
HK.00765,21.0,83
HK.00767,49.0,72
HK.00769,63.0,56
HK.00771,54.0,44
HK.00772,20.0,51
HK.00775,21.0,27
HK.00776,1.0,6
HK.00777,60.0,79
HK.00780,11.0,9
HK.00784,98.0,42
HK.00788,43.0,50
HK.00789,5.0,9
HK.00794,91.0,91
HK.00797,91.0,86
HK.00798,22.0,26
HK.00799,65.0,39
HK.00800,,24
HK.00804,98.0,98
HK.00805,98.0,96
HK.00806,41.0,42
HK.00807,43.0,39
HK.00809,6.0,21
HK.00811,37.0,17
HK.00813,1.0,1
HK.00814,61.0,76
HK.00815,6.0,12
HK.00816,48.0,41
HK.00817,47.0,18
HK.00818,22.0,29
HK.00819,12.0,9
HK.00821,70.0,82
HK.00822,40.0,20
HK.00825,41.0,50
HK.00826,55.0,69
HK.00827,85.0,58
HK.00828,16.0,22
HK.00829,82.0,97
HK.00830,32.0,78
HK.00831,85.0,76
HK.00832,12.0,43
HK.00833,28.0,4
HK.00834,35.0,19
HK.00836,72.0,71
HK.00837,38.0,33
HK.00838,34.0,29
HK.00839,34.0,68
HK.00840,39.0,71
HK.00841,55.0,82
HK.00842,27.0,22
HK.00844,47.0,66
HK.00845,63.0,56
HK.00846,31.0,48
HK.00848,36.0,45
HK.00851,50.0,88
HK.00852,90.0,96
HK.00853,14.0,27
HK.00854,36.0,32
HK.00855,38.0,28
HK.00856,72.0,45
HK.00857,78.0,52
HK.00858,69.0,76
HK.00859,81.0,84
HK.00860,69.0,94
HK.00861,71.0,93
HK.00862,94.0,35
HK.00863,20.0,14
HK.00864,41.0,7
HK.00865,82.0,58
HK.00866,40.0,79
HK.00867,52.0,44
HK.00868,55.0,31
HK.00869,58.0,70
HK.00871,11.0,7
HK.00873,8.0,4
HK.00874,32.0,19
HK.00875,3.0,1
HK.00876,25.0,34
HK.00878,57.0,41
HK.00880,16.0,35
HK.00881,2.0,2
HK.00882,49.0,60
HK.00883,76.0,65
HK.00884,2.0,9
HK.00887,74.0,65
HK.00888,5.0,24
HK.00889,45.0,7
HK.00893,47.0,46
HK.00894,96.0,90
HK.00895,12.0,20
HK.00896,65.0,41
HK.00897,69.0,87
HK.00898,48.0,31
HK.00899,81.0,92
HK.00900,83.0,68
HK.00901,,48
HK.00902,59.0,51
HK.00907,45.0,56
HK.00909,3.0,2
HK.00910,83.0,96
HK.00911,72.0,1
HK.00912,69.0,61
HK.00914,28.0,27
HK.00915,65.0,93
HK.00916,33.0,42
HK.00917,3.0,51
HK.00918,96.0,24
HK.00919,46.0,43
HK.00921,58.0,52
HK.00922,33.0,40
HK.00923,40.0,32
HK.00924,69.0,79
HK.00926,54.0,43
HK.00927,29.0,49
HK.00928,90.0,97
HK.00929,38.0,31
HK.00931,42.0,79
HK.00932,54.0,74
HK.00933,18.0,87
HK.00934,59.0,62
HK.00936,74.0,35
HK.00938,32.0,38
HK.00939,84.0,78
HK.00941,67.0,61
HK.00943,66.0,88
HK.00945,84.0,69
HK.00947,61.0,66
HK.00948,86.0,81
HK.00950,44.0,73
HK.00951,31.0,12
HK.00952,29.0,65
HK.00953,21.0,23
HK.00954,15.0,8
HK.00956,51.0,73
HK.00959,63.0,56
HK.00960,15.0,12
HK.00966,79.0,66
HK.00968,20.0,22
HK.00969,65.0,90
HK.00970,53.0,94
HK.00974,30.0,45
HK.00975,69.0,74
HK.00976,63.0,56
HK.00978,42.0,48
HK.00979,85.0,90
HK.00980,71.0,84
HK.00981,55.0,19
HK.00983,88.0,95
HK.00984,42.0,88
HK.00986,3.0,6
HK.00987,90.0,75
HK.00989,27.0,59
HK.00990,42.0,74
HK.00991,76.0,79
HK.00992,97.0,95
HK.00993,29.0,47
HK.00994,66.0,85
HK.00995,79.0,64
HK.00997,44.0,69
HK.00998,81.0,81
HK.00999,77.0,89
HK.01000,21.0,37
HK.01001,47.0,37
HK.01002,58.0,61
HK.01003,30.0,38
HK.01004,16.0,93
HK.01005,59.0,34
HK.01007,63.0,56
HK.01008,44.0,40
HK.01009,82.0,68
HK.01010,17.0,97
HK.01011,5.0,62
HK.01013,87.0,68
HK.01020,88.0,89
HK.01021,,70
HK.01022,13.0,15
HK.01023,48.0,42
HK.01024,5.0,8
HK.01025,22.0,33
HK.01026,88.0,98
HK.01027,81.0,10
HK.01028,93.0,36
HK.01029,28.0,35
HK.01030,30.0,71
HK.01033,44.0,50
HK.01036,82.0,78
HK.01037,89.0,87
HK.01038,82.0,73
HK.01039,81.0,89
HK.01044,33.0,20
HK.01045,40.0,37
HK.01046,97.0,98
HK.01047,62.0,46
HK.01049,18.0,9
HK.01050,48.0,53
HK.01051,24.0,25
HK.01052,39.0,29
HK.01053,24.0,40
HK.01055,19.0,20
HK.01057,43.0,74
HK.01058,46.0,29
HK.01059,73.0,69
HK.01060,19.0,51
HK.01061,15.0,33
HK.01063,9.0,49
HK.01064,45.0,60
HK.01065,56.0,45
HK.01066,24.0,32
HK.01068,23.0,69
HK.01069,19.0,20
HK.01070,91.0,86
HK.01071,57.0,63
HK.01072,36.0,14
HK.01073,47.0,44
HK.01075,14.0,35
HK.01079,14.0,8
HK.01080,12.0,45
HK.01081,,27
HK.01082,14.0,18
HK.01083,37.0,22
HK.01084,67.0,62
HK.01085,53.0,24
HK.01086,82.0,93
HK.01087,94.0,96
HK.01088,77.0,64
HK.01090,34.0,41
HK.01091,65.0,86
HK.01093,78.0,73
HK.01094,41.0,35
HK.01097,55.0,43
HK.01098,37.0,64
HK.01099,39.0,25
HK.01100,59.0,38
HK.01101,63.0,56
HK.01102,94.0,43
HK.01104,86.0,92
HK.01105,57.0,78
HK.01107,30.0,56
HK.01108,13.0,41
HK.01109,55.0,13
HK.01110,30.0,9
HK.01111,66.0,72
HK.01112,89.0,91
HK.01113,77.0,58
HK.01114,27.0,59
HK.01115,71.0,91
HK.01116,38.0,39
HK.01117,88.0,91
HK.01118,77.0,74
HK.01119,40.0,92
HK.01120,16.0,12
HK.01121,2.0,53
HK.01122,7.0,5
HK.01123,80.0,88
HK.01124,5.0,35
HK.01125,18.0,30
HK.01126,29.0,39
HK.01127,58.0,62
HK.01128,56.0,42
HK.01129,13.0,56
HK.01130,29.0,6
HK.01132,78.0,35
HK.01133,58.0,11
HK.01134,40.0,6
HK.01137,20.0,22
HK.01138,91.0,93
HK.01141,2.0,1
HK.01142,10.0,64
HK.01145,57.0,35
HK.01146,83.0,52
HK.01147,22.0,11
HK.01148,37.0,30
HK.01150,6.0,36
HK.01152,6.0,4
HK.01153,48.0,39
HK.01156,90.0,73
HK.01157,26.0,8
HK.01159,49.0,28
HK.01161,87.0,48
HK.01162,85.0,86
HK.01163,47.0,29
HK.01164,23.0,14
HK.01165,63.0,56
HK.01166,55.0,96
HK.01167,42.0,78
HK.01168,84.0,80
HK.01170,36.0,46
HK.01171,73.0,50
HK.01172,73.0,94
HK.01173,58.0,52
HK.01176,24.0,64
HK.01177,60.0,77
HK.01179,62.0,43
HK.01180,90.0,71
HK.01181,16.0,65
HK.01182,53.0,23
HK.01183,29.0,20
HK.01184,92.0,79
HK.01186,48.0,43
HK.01187,,39
HK.01188,63.0,56
HK.01193,45.0,67
HK.01195,85.0,97
HK.01196,69.0,95
HK.01198,8.0,4
HK.01199,80.0,89
HK.01200,23.0,5
HK.01201,91.0,38
HK.01202,84.0,38
HK.01203,41.0,50
HK.01204,77.0,77
HK.01205,80.0,76
HK.01206,9.0,21
HK.01208,81.0,64
HK.01209,53.0,47
HK.01211,44.0,30
HK.01213,79.0,62
HK.01215,46.0,87
HK.01216,45.0,46
HK.01218,37.0,68
HK.01220,63.0,56
HK.01221,64.0,60
HK.01222,66.0,62
HK.01223,42.0,28
HK.01224,54.0,41
HK.01225,76.0,59
HK.01228,44.0,51
HK.01229,41.0,79
HK.01231,75.0,50
HK.01232,72.0,89
HK.01233,42.0,96
HK.01234,33.0,12
HK.01235,75.0,61
HK.01236,,4
HK.01237,74.0,77
HK.01238,13.0,11
HK.01239,26.0,9
HK.01240,58.0,61
HK.01241,72.0,94
HK.01243,43.0,33
HK.01244,9.0,18
HK.01245,93.0,97
HK.01247,5.0,25
HK.01250,15.0,60
HK.01251,17.0,10
HK.01252,47.0,56
HK.01253,16.0,44
HK.01255,94.0,3
HK.01257,49.0,62
HK.01258,84.0,83
HK.01259,61.0,31
HK.01260,32.0,21
HK.01262,87.0,76
HK.01265,32.0,37
HK.01268,1.0,1
HK.01269,87.0,94
HK.01270,54.0,39
HK.01271,4.0,63
HK.01272,67.0,72
HK.01273,84.0,70
HK.01274,3.0,2
HK.01276,17.0,18
HK.01277,86.0,70
HK.01278,43.0,74
HK.01280,90.0,98
HK.01281,52.0,51
HK.01282,67.0,94
HK.01283,75.0,82
HK.01284,90.0,91
HK.01285,93.0,96
HK.01286,86.0,25
HK.01288,80.0,73
HK.01289,45.0,40
HK.01290,67.0,51
HK.01292,13.0,30
HK.01293,63.0,56
HK.01298,73.0,68
HK.01299,67.0,69
HK.01300,98.0,98
HK.01301,37.0,60
HK.01302,33.0,35
HK.01303,12.0,10
HK.01304,74.0,89
HK.01305,74.0,80
HK.01308,92.0,91
HK.01310,50.0,30
HK.01312,81.0,82
HK.01313,14.0,16
HK.01314,84.0,77
HK.01315,20.0,51
HK.01316,48.0,70
HK.01317,13.0,37
HK.01318,11.0,15
HK.01319,73.0,58
HK.01321,81.0,80
HK.01323,78.0,32
HK.01326,50.0,56
HK.01327,96.0,89
HK.01328,31.0,9
HK.01330,80.0,83
HK.01332,81.0,76
HK.01333,8.0,67
HK.01334,31.0,4
HK.01335,28.0,37
HK.01336,59.0,51
HK.01338,51.0,77
HK.01339,65.0,83
HK.01340,75.0,38
HK.01341,2.0,33
HK.01343,92.0,95
HK.01345,72.0,41
HK.01346,57.0,49
HK.01347,87.0,17
HK.01348,51.0,8
HK.01349,53.0,71
HK.01351,15.0,27
HK.01354,61.0,94
HK.01355,71.0,52
HK.01357,23.0,43
HK.01358,24.0,30
HK.01359,24.0,33
HK.01361,47.0,49
HK.01362,90.0,50
HK.01364,60.0,46
HK.01368,27.0,61
HK.01370,7.0,7
HK.01371,9.0,75
HK.01372,80.0,70
HK.01373,48.0,58
HK.01375,29.0,40
HK.01376,22.0,56
HK.01378,38.0,46
HK.01379,7.0,67
HK.01380,37.0,3
HK.01382,28.0,24
HK.01384,,11
HK.01385,30.0,60
HK.01388,17.0,31
HK.01389,89.0,67
HK.01392,,98
HK.01393,5.0,4
HK.01395,36.0,78
HK.01396,90.0,69
HK.01397,15.0,18
HK.01398,82.0,70
HK.01399,89.0,36
HK.01400,95.0,98
HK.01401,9.0,72
HK.01402,96.0,98
HK.01405,8.0,7
HK.01406,63.0,56
HK.01407,83.0,90
HK.01408,87.0,81
HK.01410,91.0,54
HK.01412,35.0,40
HK.01413,26.0,83
HK.01415,39.0,59
HK.01416,71.0,75
HK.01417,99.0,40
HK.01418,11.0,7
HK.01419,51.0,61
HK.01420,86.0,93
HK.01421,89.0,85
HK.01425,65.0,65
HK.01427,59.0,75
HK.01428,31.0,61
HK.01429,95.0,92
HK.01431,77.0,86
HK.01432,67.0,44
HK.01433,46.0,56
HK.01440,92.0,96
HK.01442,44.0,53
HK.01443,81.0,94
HK.01446,19.0,11
HK.01447,68.0,26
HK.01448,56.0,56
HK.01449,98.0,98
HK.01450,37.0,19
HK.01451,88.0,94
HK.01452,93.0,91
HK.01455,76.0,75
HK.01456,27.0,38
HK.01458,19.0,18
HK.01459,32.0,17
HK.01460,49.0,63
HK.01461,69.0,54
HK.01463,90.0,92
HK.01466,95.0,95
HK.01468,2.0,49
HK.01470,54.0,32
HK.01471,6.0,14
HK.01472,84.0,23
HK.01473,94.0,15
HK.01475,65.0,66
HK.01476,28.0,43
HK.01477,28.0,38
HK.01478,7.0,4
HK.01480,26.0,10
HK.01481,76.0,41
HK.01483,77.0,82
HK.01486,17.0,20
HK.01488,89.0,91
HK.01489,99.0,99
HK.01490,81.0,68
HK.01496,87.0,93
HK.01497,68.0,85
HK.01498,17.0,12
HK.01499,23.0,72
HK.01500,96.0,96
HK.01501,73.0,53
HK.01502,55.0,44
HK.01508,50.0,62
HK.01511,,25
HK.01513,23.0,7
HK.01515,43.0,42
HK.01516,19.0,31
HK.01518,2.0,2
HK.01519,58.0,34
HK.01520,43.0,95
HK.01521,54.0,24
HK.01522,21.0,24
HK.01523,71.0,48
HK.01525,62.0,52
HK.01526,56.0,51
HK.01527,78.0,80
HK.01528,32.0,62
HK.01529,95.0,98
HK.01530,21.0,36
HK.01532,86.0,66
HK.01536,97.0,99
HK.01538,91.0,90
HK.01539,46.0,41
HK.01540,93.0,94
HK.01541,8.0,22
HK.01542,6.0,16
HK.01543,28.0,62
HK.01545,91.0,77
HK.01546,84.0,39
HK.01547,80.0,86
HK.01548,97.0,98
HK.01549,18.0,68
HK.01551,48.0,31
HK.01552,85.0,76
HK.01553,65.0,66
HK.01555,67.0,91
HK.01556,30.0,26
HK.01557,92.0,72
HK.01559,26.0,40
HK.01560,94.0,87
HK.01561,71.0,93
HK.01563,32.0,67
HK.01565,53.0,27
HK.01566,99.0,99
HK.01568,58.0,62
HK.01569,23.0,54
HK.01570,97.0,36
HK.01571,60.0,44
HK.01572,31.0,39
HK.01575,19.0,38
HK.01576,68.0,65
HK.01577,76.0,63
HK.01578,50.0,42
HK.01579,72.0,34
HK.01580,89.0,92
HK.01581,89.0,85
HK.01582,91.0,96
HK.01583,41.0,47
HK.01585,29.0,15
HK.01586,18.0,8
HK.01587,28.0,30
HK.01588,24.0,64
HK.01591,27.0,27
HK.01592,53.0,19
HK.01593,36.0,52
HK.01596,4.0,59
HK.01597,88.0,8
HK.01598,63.0,56
HK.01599,35.0,43
HK.01600,45.0,64
HK.01601,50.0,31
HK.01606,69.0,70
HK.01608,1.0,1
HK.01609,,2
HK.01610,40.0,66
HK.01611,25.0,51
HK.01612,29.0,32
HK.01613,98.0,95
HK.01615,86.0,65
