code,rs_percentile_12m,rs_percentile_3m
HK.00236,49.0,45
HK.00237,57.0,34
HK.00239,71.0,65
HK.00240,69.0,50
HK.00241,14.0,24
HK.00242,35.0,73
HK.00243,78.0,32
HK.00244,57.0,79
HK.00245,38.0,31
HK.00247,60.0,54
HK.00248,46.0,76
HK.00251,39.0,21
HK.00252,67.0,60
HK.00253,65.0,46
HK.00254,1.0,90
HK.00255,61.0,52
HK.00256,77.0,95
HK.00257,61.0,33
HK.00258,53.0,67
HK.00259,12.0,7
HK.00261,75.0,88
HK.00262,48.0,31
HK.00264,17.0,7
HK.00265,32.0,12
HK.00266,58.0,59
HK.00267,80.0,77
HK.00268,43.0,77
HK.00269,62.0,54
HK.00270,83.0,79
HK.00271,38.0,37
HK.00272,31.0,79
HK.00274,62.0,54
HK.00276,40.0,57
HK.00277,20.0,34
HK.00279,22.0,73
HK.00280,86.0,75
HK.00285,31.0,62
HK.00286,62.0,54
HK.00287,69.0,65
HK.00288,25.0,7
HK.00289,69.0,52
HK.00290,14.0,44
HK.00291,25.0,14
HK.00293,84.0,67
HK.00294,88.0,90
HK.00295,31.0,26
HK.00296,25.0,31
HK.00297,39.0,32
HK.00298,35.0,39
HK.00299,62.0,54
HK.00300,80.0,67
HK.00301,98.0,91
HK.00302,13.0,37
HK.00303,53.0,63
HK.00305,19.0,13
HK.00306,67.0,40
HK.00308,60.0,63
HK.00309,8.0,15
HK.00311,88.0,87
HK.00312,13.0,17
HK.00313,36.0,65
HK.00314,39.0,82
HK.00315,69.0,65
HK.00316,80.0,42
HK.00317,78.0,92
HK.00318,89.0,52
HK.00320,43.0,40
HK.00321,52.0,17
HK.00322,75.0,40
HK.00323,32.0,61
HK.00325,79.0,85
HK.00326,93.0,38
HK.00327,49.0,63
HK.00328,5.0,88
HK.00329,2.0,2
HK.00330,10.0,36
HK.00331,51.0,45
HK.00332,3.0,20
HK.00333,27.0,27
HK.00334,30.0,14
HK.00335,65.0,68
HK.00336,66.0,90
HK.00337,6.0,6
HK.00338,40.0,40
HK.00340,82.0,78
HK.00341,66.0,59
HK.00343,39.0,87
HK.00345,58.0,70
HK.00346,25.0,76
HK.00347,23.0,49
HK.00348,14.0,37
HK.00351,59.0,23
HK.00352,62.0,54
HK.00353,85.0,84
HK.00354,61.0,83
HK.00355,48.0,43
HK.00357,13.0,22
HK.00358,72.0,38
HK.00360,68.0,96
HK.00361,80.0,95
HK.00362,62.0,54
HK.00363,65.0,56
HK.00365,50.0,8
HK.00366,51.0,66
HK.00367,26.0,28
HK.00368,98.0,47
HK.00369,53.0,24
HK.00370,2.0,9
HK.00371,12.0,3
HK.00372,27.0,25
HK.00373,33.0,21
HK.00374,60.0,60
HK.00375,70.0,72
HK.00376,34.0,89
HK.00377,94.0,60
HK.00379,96.0,98
HK.00380,50.0,65
HK.00381,2.0,8
HK.00382,6.0,45
HK.00383,69.0,86
HK.00384,30.0,36
HK.00385,24.0,69
HK.00386,73.0,67
HK.00387,61.0,20
HK.00388,67.0,58
HK.00389,72.0,88
HK.00390,43.0,38
HK.00391,97.0,98
HK.00392,61.0,58
HK.00393,67.0,58
HK.00396,90.0,4
HK.00397,49.0,71
HK.00398,66.0,61
HK.00399,9.0,54
HK.00400,88.0,87
HK.00401,54.0,9
HK.00403,80.0,81
HK.00406,26.0,29
HK.00408,88.0,78
HK.00410,8.0,8
HK.00411,71.0,74
HK.00412,5.0,87
HK.00413,28.0,65
HK.00417,36.0,69
HK.00418,60.0,77
HK.00419,79.0,29
HK.00420,68.0,36
HK.00422,42.0,41
HK.00423,44.0,32
HK.00425,24.0,11
HK.00426,90.0,91
HK.00430,46.0,61
HK.00432,47.0,19
HK.00433,5.0,1
HK.00434,79.0,93
HK.00436,71.0,88
HK.00438,11.0,25
HK.00439,10.0,13
HK.00440,86.0,72
HK.00442,49.0,77
HK.00444,62.0,54
HK.00450,34.0,24
HK.00451,6.0,7
HK.00455,86.0,91
HK.00456,61.0,23
HK.00458,71.0,77
HK.00460,11.0,12
HK.00464,20.0,14
HK.00465,98.0,63
HK.00467,48.0,78
HK.00468,62.0,54
HK.00470,,17
HK.00471,1.0,39
HK.00472,40.0,34
HK.00474,94.0,75
HK.00475,8.0,3
HK.00476,80.0,95
HK.00480,52.0,39
HK.00482,11.0,7
HK.00483,38.0,62
HK.00484,29.0,13
HK.00485,30.0,8
HK.00486,22.0,33
HK.00487,17.0,52
HK.00488,56.0,46
HK.00491,55.0,82
HK.00493,19.0,46
HK.00496,9.0,57
HK.00497,32.0,18
HK.00498,15.0,54
HK.00499,90.0,78
HK.00500,51.0,49
HK.00505,70.0,80
HK.00506,61.0,82
HK.00508,18.0,25
HK.00509,62.0,54
HK.00510,24.0,6
HK.00511,23.0,16
HK.00512,28.0,40
HK.00513,85.0,96
HK.00515,57.0,54
HK.00517,81.0,88
HK.00518,26.0,18
HK.00519,32.0,21
HK.00520,4.0,9
HK.00521,21.0,36
HK.00522,91.0,63
HK.00524,98.0,59
HK.00525,72.0,64
HK.00526,39.0,10
HK.00527,82.0,87
HK.00528,71.0,50
HK.00529,43.0,37
HK.00532,38.0,31
HK.00533,47.0,37
HK.00535,11.0,38
HK.00536,76.0,61
HK.00538,57.0,48
HK.00540,76.0,64
HK.00542,82.0,82
HK.00543,35.0,20
HK.00544,5.0,20
HK.00546,12.0,17
HK.00547,17.0,8
HK.00548,59.0,56
HK.00550,95.0,0
HK.00551,49.0,29
HK.00552,64.0,65
HK.00553,19.0,38
HK.00554,40.0,45
HK.00556,57.0,5
HK.00557,20.0,14
HK.00558,3.0,11
HK.00559,58.0,54
HK.00560,34.0,44
HK.00563,33.0,49
HK.00564,17.0,10
HK.00565,94.0,94
HK.00567,94.0,73
HK.00568,55.0,17
HK.00570,18.0,24
HK.00571,41.0,60
HK.00572,47.0,67
HK.00573,46.0,68
HK.00574,9.0,54
HK.00575,42.0,18
HK.00576,44.0,25
HK.00579,28.0,27
HK.00580,5.0,4
HK.00581,35.0,21
HK.00582,40.0,84
HK.00583,28.0,20
HK.00585,98.0,18
HK.00586,22.0,14
HK.00587,7.0,35
HK.00588,39.0,45
HK.00590,49.0,26
HK.00591,43.0,44
HK.00595,96.0,82
HK.00596,4.0,8
HK.00598,69.0,69
HK.00599,36.0,51
HK.00600,,97
HK.00601,62.0,54
HK.00602,44.0,39
HK.00603,27.0,56
HK.00604,29.0,20
HK.00605,35.0,25
HK.00606,37.0,64
HK.00607,10.0,1
HK.00608,31.0,23
HK.00609,32.0,45
HK.00610,73.0,66
HK.00611,45.0,36
HK.00613,96.0,87
HK.00616,2.0,11
HK.00617,45.0,78
HK.00618,84.0,19
HK.00619,37.0,26
HK.00620,5.0,12
HK.00621,37.0,14
HK.00622,97.0,85
HK.00623,74.0,70
HK.00626,92.0,96
HK.00627,53.0,80
HK.00628,66.0,5
HK.00629,64.0,66
HK.00630,67.0,96
HK.00631,74.0,79
HK.00632,10.0,20
HK.00635,73.0,83
HK.00636,52.0,63
HK.00637,56.0,57
HK.00639,75.0,82
HK.00640,57.0,42
HK.00641,76.0,43
HK.00643,15.0,8
HK.00645,86.0,68
HK.00646,93.0,98
HK.00648,0.0,2
HK.00650,16.0,11
HK.00653,89.0,95
HK.00655,86.0,51
HK.00656,80.0,79
HK.00657,90.0,97
HK.00658,21.0,28
HK.00659,70.0,45
HK.00660,92.0,69
HK.00661,91.0,86
HK.00662,66.0,46
HK.00664,,11
HK.00666,13.0,14
HK.00667,24.0,41
HK.00669,82.0,42
HK.00670,19.0,16
HK.00672,10.0,10
HK.00673,4.0,4
HK.00674,23.0,80
HK.00675,55.0,43
HK.00676,67.0,60
HK.00677,74.0,75
HK.00679,97.0,35
HK.00681,42.0,60
HK.00682,38.0,45
HK.00683,47.0,32
HK.00684,33.0,67
HK.00685,48.0,52
HK.00686,7.0,4
HK.00687,83.0,86
HK.00688,60.0,34
HK.00689,24.0,16
HK.00690,15.0,63
HK.00691,7.0,63
HK.00693,60.0,64
HK.00694,23.0,20
HK.00695,73.0,22
HK.00696,51.0,70
HK.00697,18.0,11
HK.00698,37.0,89
HK.00700,42.0,67
HK.00701,9.0,34
HK.00702,62.0,54
HK.00703,28.0,18
HK.00704,90.0,54
HK.00707,62.0,54
HK.00708,62.0,54
HK.00709,56.0,47
HK.00710,49.0,73
HK.00711,74.0,72
HK.00712,20.0,68
HK.00713,30.0,37
HK.00716,18.0,19
HK.00717,15.0,17
HK.00718,45.0,73
HK.00719,55.0,68
HK.00720,74.0,14
HK.00722,39.0,18
HK.00723,80.0,74
HK.00725,79.0,52
HK.00726,50.0,74
HK.00727,22.0,59
HK.00728,50.0,48
HK.00730,64.0,69
HK.00731,83.0,20
HK.00732,33.0,33
HK.00733,17.0,9
HK.00736,21.0,95
HK.00737,75.0,75
HK.00738,84.0,81
HK.00743,27.0,6
HK.00745,98.0,12
HK.00746,51.0,47
HK.00747,44.0,70
HK.00750,22.0,17
HK.00751,23.0,6
HK.00752,46.0,41
HK.00753,23.0,28
HK.00754,44.0,54
HK.00755,39.0,32
HK.00756,93.0,97
HK.00757,18.0,32
HK.00759,40.0,31
HK.00760,9.0,24
HK.00762,21.0,28
HK.00763,42.0,45
HK.00764,3.0,9
HK.00765,20.0,82
HK.00767,46.0,84
HK.00769,62.0,54
HK.00771,50.0,58
HK.00772,21.0,66
HK.00775,21.0,27
HK.00776,1.0,11
HK.00777,55.0,76
HK.00780,8.0,6
HK.00784,98.0,38
HK.00788,42.0,46
HK.00789,6.0,10
HK.00794,91.0,83
HK.00797,90.0,80
HK.00798,20.0,14
HK.00799,68.0,46
HK.00800,,43
HK.00804,98.0,98
HK.00805,99.0,95
HK.00806,43.0,44
HK.00807,43.0,41
HK.00809,12.0,33
HK.00811,38.0,18
HK.00813,1.0,1
HK.00814,63.0,64
HK.00815,6.0,9
HK.00816,47.0,38
HK.00817,53.0,23
HK.00818,15.0,27
HK.00819,12.0,9
HK.00821,80.0,88
HK.00822,39.0,16
HK.00825,41.0,51
HK.00826,56.0,64
HK.00827,81.0,51
HK.00828,16.0,30
HK.00829,81.0,97
HK.00830,33.0,71
HK.00831,85.0,75
HK.00832,7.0,30
HK.00833,31.0,5
HK.00834,39.0,31
HK.00836,72.0,67
HK.00837,35.0,29
HK.00838,29.0,19
HK.00839,34.0,70
HK.00840,44.0,66
HK.00841,38.0,61
HK.00842,26.0,15
HK.00844,49.0,33
HK.00845,62.0,54
HK.00846,25.0,35
HK.00848,29.0,28
HK.00851,58.0,89
HK.00852,89.0,95
HK.00853,16.0,27
HK.00854,37.0,26
HK.00855,34.0,31
HK.00856,72.0,57
HK.00857,77.0,46
HK.00858,72.0,78
HK.00859,81.0,83
HK.00860,69.0,92
HK.00861,77.0,95
HK.00862,91.0,15
HK.00863,12.0,5
HK.00864,34.0,6
HK.00865,84.0,79
HK.00866,52.0,82
HK.00867,49.0,50
HK.00868,51.0,28
HK.00869,56.0,72
HK.00871,19.0,21
HK.00873,7.0,6
HK.00874,31.0,28
HK.00875,3.0,2
HK.00876,21.0,31
HK.00878,54.0,38
HK.00880,15.0,30
HK.00881,1.0,1
HK.00882,52.0,64
HK.00883,76.0,63
HK.00884,2.0,11
HK.00887,69.0,50
HK.00888,4.0,26
HK.00889,51.0,10
HK.00893,41.0,46
HK.00894,95.0,87
HK.00895,27.0,65
HK.00896,68.0,45
HK.00897,75.0,90
HK.00898,48.0,21
HK.00899,88.0,96
HK.00900,83.0,67
HK.00901,,60
HK.00902,59.0,50
HK.00907,43.0,54
HK.00909,4.0,3
HK.00910,78.0,90
HK.00911,70.0,2
HK.00912,69.0,70
HK.00914,28.0,23
HK.00915,64.0,91
HK.00916,30.0,34
HK.00917,4.0,18
HK.00918,95.0,5
HK.00919,47.0,49
HK.00921,57.0,58
HK.00922,30.0,41
HK.00923,24.0,19
HK.00924,58.0,79
HK.00926,51.0,35
HK.00927,34.0,71
HK.00928,92.0,97
HK.00929,40.0,35
HK.00931,51.0,87
HK.00932,57.0,73
HK.00933,17.0,87
HK.00934,56.0,51
HK.00936,80.0,63
HK.00938,44.0,51
HK.00939,84.0,80
HK.00941,66.0,58
HK.00943,64.0,86
HK.00945,84.0,72
HK.00947,57.0,70
HK.00948,87.0,89
HK.00950,49.0,76
HK.00951,36.0,19
HK.00952,28.0,63
HK.00953,11.0,9
HK.00954,14.0,8
HK.00956,54.0,74
HK.00959,62.0,54
HK.00960,15.0,13
HK.00966,80.0,63
HK.00968,22.0,22
HK.00969,74.0,93
HK.00970,50.0,93
HK.00974,30.0,47
HK.00975,68.0,66
HK.00976,62.0,54
HK.00978,47.0,62
HK.00979,81.0,92
HK.00980,69.0,81
HK.00981,46.0,22
HK.00983,88.0,96
HK.00984,32.0,81
HK.00986,1.0,1
HK.00987,90.0,75
HK.00989,19.0,33
HK.00990,40.0,73
HK.00991,76.0,78
HK.00992,97.0,95
HK.00993,26.0,40
HK.00994,55.0,74
HK.00995,77.0,43
HK.00997,46.0,84
HK.00998,82.0,82
HK.00999,79.0,89
HK.01000,32.0,45
HK.01001,47.0,31
HK.01002,64.0,57
HK.01003,44.0,79
HK.01004,18.0,93
HK.01005,51.0,32
HK.01007,62.0,54
HK.01008,55.0,63
HK.01009,75.0,57
HK.01010,20.0,97
HK.01011,11.0,36
HK.01013,87.0,72
HK.01020,86.0,86
HK.01021,,35
HK.01022,15.0,23
HK.01023,44.0,31
HK.01024,6.0,11
HK.01025,26.0,41
HK.01026,89.0,98
HK.01027,81.0,15
HK.01028,92.0,27
HK.01029,27.0,27
HK.01030,33.0,79
HK.01033,49.0,65
HK.01036,80.0,75
HK.01037,88.0,86
HK.01038,79.0,69
HK.01039,78.0,88
HK.01044,37.0,26
HK.01045,40.0,44
HK.01046,98.0,99
HK.01047,68.0,44
HK.01049,19.0,12
HK.01050,35.0,64
HK.01051,15.0,13
HK.01052,37.0,29
HK.01053,24.0,33
HK.01055,21.0,21
HK.01057,46.0,74
HK.01058,45.0,21
HK.01059,74.0,68
HK.01060,16.0,40
HK.01061,9.0,19
HK.01063,10.0,28
HK.01064,52.0,74
HK.01065,54.0,42
HK.01066,29.0,47
HK.01068,16.0,37
HK.01069,23.0,15
HK.01070,89.0,75
HK.01071,57.0,60
HK.01072,30.0,15
HK.01073,49.0,43
HK.01075,13.0,34
HK.01079,14.0,29
HK.01080,9.0,10
HK.01081,,15
HK.01082,13.0,15
HK.01083,37.0,24
HK.01084,65.0,48
HK.01085,52.0,20
HK.01086,83.0,94
HK.01087,94.0,96
HK.01088,77.0,66
HK.01090,31.0,39
HK.01091,58.0,77
HK.01093,84.0,85
HK.01094,38.0,36
HK.01097,46.0,61
HK.01098,33.0,56
HK.01099,36.0,25
HK.01100,54.0,32
HK.01101,62.0,54
HK.01102,93.0,39
HK.01104,84.0,90
HK.01105,40.0,52
HK.01107,30.0,54
HK.01108,13.0,32
HK.01109,59.0,18
HK.01110,31.0,14
HK.01111,54.0,69
HK.01112,90.0,93
HK.01113,77.0,52
HK.01114,34.0,57
HK.01115,73.0,92
HK.01116,43.0,50
HK.01117,88.0,89
HK.01118,76.0,73
HK.01119,26.0,72
HK.01120,14.0,11
HK.01121,2.0,10
HK.01122,6.0,4
HK.01123,84.0,87
HK.01124,5.0,34
HK.01125,17.0,31
HK.01126,24.0,26
HK.01127,58.0,59
HK.01128,56.0,37
HK.01129,10.0,54
HK.01130,21.0,4
HK.01132,76.0,31
HK.01133,54.0,17
HK.01134,25.0,4
HK.01137,25.0,33
HK.01138,91.0,90
HK.01141,2.0,1
HK.01142,7.0,32
HK.01145,31.0,9
HK.01146,84.0,37
HK.01147,20.0,11
HK.01148,39.0,41
HK.01150,5.0,34
HK.01152,5.0,5
HK.01153,54.0,26
HK.01156,91.0,75
HK.01157,25.0,6
HK.01159,66.0,39
HK.01161,86.0,44
HK.01162,85.0,86
HK.01163,64.0,39
HK.01164,20.0,7
HK.01165,65.0,54
HK.01166,60.0,96
HK.01167,58.0,89
HK.01168,82.0,74
HK.01170,33.0,40
HK.01171,75.0,52
HK.01172,69.0,94
HK.01173,73.0,74
HK.01176,14.0,27
HK.01177,70.0,84
HK.01179,60.0,42
HK.01180,90.0,68
HK.01181,10.0,69
HK.01182,42.0,17
HK.01183,31.0,24
HK.01184,93.0,80
HK.01186,47.0,42
HK.01187,,49
HK.01188,62.0,54
HK.01193,46.0,66
HK.01195,88.0,97
HK.01196,78.0,96
HK.01198,13.0,13
HK.01199,81.0,89
HK.01200,20.0,4
HK.01201,89.0,44
HK.01202,83.0,39
HK.01203,40.0,45
HK.01204,71.0,71
HK.01205,86.0,86
HK.01206,4.0,7
HK.01208,82.0,62
HK.01209,54.0,50
HK.01211,45.0,28
HK.01213,85.0,81
HK.01215,55.0,89
HK.01216,45.0,51
HK.01218,36.0,71
HK.01220,62.0,54
HK.01221,59.0,28
HK.01222,61.0,51
HK.01223,41.0,22
HK.01224,53.0,41
HK.01225,74.0,63
HK.01228,35.0,31
HK.01229,33.0,52
HK.01231,75.0,72
HK.01232,72.0,94
HK.01233,44.0,96
HK.01234,38.0,24
HK.01235,77.0,68
HK.01236,,3
HK.01237,79.0,71
HK.01238,12.0,13
HK.01239,28.0,16
HK.01240,61.0,67
HK.01241,71.0,90
HK.01243,37.0,31
HK.01244,12.0,40
HK.01245,94.0,97
HK.01247,5.0,31
HK.01250,13.0,22
HK.01251,21.0,35
HK.01252,53.0,54
HK.01253,14.0,40
HK.01255,95.0,9
HK.01257,44.0,49
HK.01258,86.0,80
HK.01259,65.0,48
HK.01260,29.0,17
HK.01262,88.0,67
HK.01265,31.0,41
HK.01268,1.0,2
HK.01269,88.0,93
HK.01270,51.0,37
HK.01271,7.0,91
HK.01272,67.0,70
HK.01273,81.0,64
HK.01274,3.0,2
HK.01276,17.0,28
HK.01277,86.0,72
HK.01278,54.0,75
HK.01280,85.0,98
HK.01281,57.0,74
HK.01282,40.0,84
HK.01283,75.0,83
HK.01284,91.0,93
HK.01285,93.0,96
HK.01286,82.0,18
HK.01288,81.0,77
HK.01289,42.0,34
HK.01290,66.0,49
HK.01292,12.0,24
HK.01293,62.0,54
HK.01298,73.0,67
HK.01299,65.0,61
HK.01300,99.0,98
HK.01301,25.0,44
HK.01302,37.0,43
HK.01303,12.0,8
HK.01304,71.0,84
HK.01305,77.0,86
HK.01308,92.0,89
HK.01310,50.0,33
HK.01312,74.0,73
HK.01313,16.0,17
HK.01314,82.0,77
HK.01315,24.0,60
HK.01316,47.0,67
HK.01317,9.0,18
HK.01318,11.0,11
HK.01319,74.0,58
HK.01321,80.0,80
HK.01323,78.0,16
HK.01326,47.0,54
HK.01327,96.0,90
HK.01328,27.0,6
HK.01330,78.0,77
HK.01332,58.0,67
HK.01333,5.0,43
HK.01334,28.0,4
HK.01335,47.0,80
HK.01336,65.0,48
HK.01338,41.0,68
HK.01339,70.0,84
HK.01340,76.0,30
HK.01341,3.0,39
HK.01343,91.0,94
HK.01345,69.0,45
HK.01346,61.0,62
HK.01347,85.0,15
HK.01348,56.0,17
HK.01349,54.0,78
HK.01351,59.0,95
HK.01354,45.0,84
HK.01355,90.0,94
HK.01357,27.0,61
HK.01358,22.0,22
HK.01359,26.0,37
HK.01361,55.0,65
HK.01362,90.0,51
HK.01364,56.0,33
HK.01368,28.0,62
HK.01370,4.0,2
HK.01371,12.0,79
HK.01372,80.0,69
HK.01373,50.0,58
HK.01375,32.0,50
HK.01376,20.0,54
HK.01378,33.0,25
HK.01379,8.0,69
HK.01380,25.0,2
HK.01382,30.0,38
HK.01384,,16
HK.01385,26.0,71
HK.01388,13.0,21
HK.01389,93.0,91
HK.01392,,98
HK.01393,4.0,2
HK.01395,36.0,61
HK.01396,91.0,71
HK.01397,16.0,15
HK.01398,81.0,69
HK.01399,89.0,30
HK.01400,95.0,98
HK.01401,8.0,78
HK.01402,95.0,97
HK.01405,8.0,8
HK.01406,62.0,54
HK.01407,85.0,92
HK.01408,89.0,86
HK.01410,92.0,73
HK.01412,38.0,58
HK.01413,27.0,85
HK.01415,36.0,61
HK.01416,75.0,69
HK.01417,99.0,81
HK.01418,8.0,7
HK.01419,51.0,64
HK.01420,87.0,94
HK.01421,87.0,70
HK.01425,51.0,41
HK.01427,61.0,81
HK.01428,33.0,68
HK.01429,95.0,90
HK.01431,78.0,86
HK.01432,72.0,68
HK.01433,43.0,54
HK.01440,93.0,97
HK.01442,37.0,45
HK.01443,83.0,94
HK.01446,24.0,19
HK.01447,68.0,30
HK.01448,56.0,54
HK.01449,98.0,99
HK.01450,45.0,31
HK.01451,89.0,94
HK.01452,91.0,80
HK.01455,82.0,85
HK.01456,28.0,41
HK.01458,19.0,16
HK.01459,32.0,35
HK.01460,51.0,60
HK.01461,68.0,58
HK.01463,87.0,87
HK.01466,95.0,96
HK.01468,3.0,44
HK.01470,52.0,27
HK.01471,5.0,20
HK.01472,82.0,19
HK.01473,95.0,26
HK.01475,60.0,64
HK.01476,29.0,42
HK.01477,32.0,58
HK.01478,6.0,5
HK.01480,32.0,8
HK.01481,72.0,29
HK.01483,75.0,85
HK.01486,18.0,19
HK.01488,87.0,90
HK.01489,98.0,99
HK.01490,72.0,48
HK.01496,86.0,91
HK.01497,67.0,81
HK.01498,23.0,20
HK.01499,24.0,76
HK.01500,97.0,96
HK.01501,74.0,62
HK.01502,56.0,43
HK.01508,50.0,52
HK.01511,,11
HK.01513,23.0,23
HK.01515,44.0,46
HK.01516,18.0,23
HK.01518,1.0,2
HK.01519,54.0,29
HK.01520,53.0,95
HK.01521,64.0,33
HK.01522,21.0,21
HK.01523,69.0,43
HK.01525,59.0,46
HK.01526,50.0,32
HK.01527,76.0,83
HK.01528,37.0,59
HK.01529,94.0,98
HK.01530,26.0,41
HK.01532,87.0,63
HK.01536,97.0,99
HK.01538,91.0,90
HK.01539,37.0,13
HK.01540,94.0,95
HK.01541,10.0,47
HK.01542,5.0,16
HK.01543,23.0,57
HK.01545,90.0,85
HK.01546,87.0,43
HK.01547,78.0,85
HK.01548,97.0,98
HK.01549,20.0,66
HK.01551,54.0,45
HK.01552,85.0,78
HK.01553,71.0,74
HK.01555,52.0,89
HK.01556,30.0,32
HK.01557,93.0,70
HK.01559,22.0,35
HK.01560,96.0,96
HK.01561,67.0,88
HK.01563,31.0,70
HK.01565,44.0,18
HK.01566,99.0,99
HK.01568,74.0,83
HK.01569,22.0,57
HK.01570,97.0,9
HK.01571,64.0,40
HK.01572,35.0,63
HK.01575,15.0,29
HK.01576,71.0,69
HK.01577,77.0,60
HK.01578,51.0,47
HK.01579,72.0,35
HK.01580,96.0,98
HK.01581,89.0,78
HK.01582,92.0,97
HK.01583,32.0,29
HK.01585,26.0,9
HK.01586,14.0,7
HK.01587,31.0,38
HK.01588,19.0,42
HK.01591,28.0,27
HK.01592,59.0,25
HK.01593,39.0,64
HK.01596,5.0,73
HK.01597,91.0,28
HK.01598,62.0,54
HK.01599,33.0,34
HK.01600,45.0,62
HK.01601,46.0,24
HK.01606,68.0,67
HK.01608,1.0,1
HK.01609,,2
HK.01610,38.0,67
HK.01611,28.0,64
HK.01612,26.0,27
HK.01613,97.0,82
HK.01615,88.0,81
