code,rs_percentile_12m,rs_percentile_3m
HK.00330,14.0,62
HK.00331,53.0,51
HK.00332,4.0,21
HK.00333,30.0,35
HK.00334,29.0,17
HK.00335,69.0,77
HK.00336,71.0,92
HK.00337,4.0,2
HK.00338,41.0,52
HK.00340,82.0,89
HK.00341,75.0,75
HK.00343,29.0,46
HK.00345,67.0,74
HK.00346,15.0,34
HK.00347,22.0,54
HK.00348,16.0,49
HK.00351,62.0,52
HK.00352,57.0,57
HK.00353,84.0,85
HK.00354,50.0,78
HK.00355,67.0,77
HK.00357,25.0,63
HK.00358,62.0,31
HK.00360,69.0,96
HK.00361,87.0,96
HK.00362,64.0,57
HK.00363,66.0,60
HK.00365,43.0,3
HK.00366,47.0,38
HK.00367,35.0,47
HK.00368,98.0,85
HK.00369,56.0,32
HK.00370,4.0,36
HK.00371,12.0,2
HK.00372,33.0,22
HK.00373,36.0,28
HK.00374,62.0,64
HK.00375,51.0,38
HK.00376,28.0,89
HK.00377,98.0,98
HK.00379,90.0,97
HK.00380,53.0,70
HK.00381,3.0,14
HK.00382,6.0,46
HK.00383,42.0,44
HK.00384,28.0,39
HK.00385,25.0,66
HK.00386,73.0,73
HK.00387,70.0,36
HK.00388,65.0,50
HK.00389,73.0,91
HK.00390,46.0,48
HK.00391,97.0,98
HK.00392,62.0,67
HK.00393,66.0,59
HK.00396,89.0,5
HK.00397,59.0,87
HK.00398,68.0,66
HK.00399,10.0,57
HK.00400,88.0,86
HK.00401,47.0,12
HK.00403,83.0,89
HK.00406,22.0,26
HK.00408,88.0,79
HK.00410,14.0,23
HK.00411,72.0,76
HK.00412,3.0,76
HK.00413,38.0,65
HK.00417,36.0,60
HK.00418,45.0,59
HK.00419,83.0,27
HK.00420,70.0,34
HK.00422,47.0,46
HK.00423,46.0,44
HK.00425,26.0,17
HK.00426,89.0,89
HK.00430,42.0,45
HK.00432,48.0,25
HK.00433,10.0,4
HK.00434,57.0,93
HK.00436,74.0,89
HK.00438,11.0,24
HK.00439,11.0,18
HK.00440,86.0,77
HK.00442,21.0,29
HK.00444,64.0,57
HK.00450,36.0,20
HK.00451,7.0,7
HK.00455,79.0,84
HK.00456,48.0,12
HK.00458,69.0,52
HK.00460,11.0,12
HK.00464,32.0,29
HK.00465,98.0,68
HK.00467,44.0,83
HK.00468,64.0,57
HK.00470,,19
HK.00471,1.0,5
HK.00472,32.0,22
HK.00474,96.0,85
HK.00475,17.0,7
HK.00476,78.0,94
HK.00480,57.0,39
HK.00482,15.0,13
HK.00483,41.0,66
HK.00484,27.0,15
HK.00485,35.0,8
HK.00486,18.0,33
HK.00487,34.0,83
HK.00488,56.0,47
HK.00491,81.0,95
HK.00493,18.0,44
HK.00496,6.0,55
HK.00497,37.0,20
HK.00498,17.0,57
HK.00499,91.0,82
HK.00500,50.0,52
HK.00505,71.0,76
HK.00506,69.0,85
HK.00508,23.0,26
HK.00509,64.0,57
HK.00510,31.0,8
HK.00511,29.0,32
HK.00512,29.0,40
HK.00513,70.0,92
HK.00515,57.0,57
HK.00517,77.0,86
HK.00518,52.0,62
HK.00519,43.0,36
HK.00520,3.0,7
HK.00521,19.0,25
HK.00522,90.0,35
HK.00524,98.0,31
HK.00525,74.0,75
HK.00526,45.0,11
HK.00527,83.0,86
HK.00528,72.0,68
HK.00529,50.0,47
HK.00532,38.0,26
HK.00533,51.0,43
HK.00535,16.0,67
HK.00536,77.0,67
HK.00538,58.0,49
HK.00540,81.0,78
HK.00542,83.0,87
HK.00543,37.0,19
HK.00544,6.0,19
HK.00546,18.0,24
HK.00547,18.0,10
HK.00548,65.0,65
HK.00550,95.0,0
HK.00551,52.0,37
HK.00552,61.0,64
HK.00553,14.0,24
HK.00554,42.0,51
HK.00556,70.0,4
HK.00557,19.0,18
HK.00558,2.0,10
HK.00559,56.0,57
HK.00560,37.0,42
HK.00563,27.0,41
HK.00564,21.0,17
HK.00565,95.0,96
HK.00567,94.0,75
HK.00568,49.0,20
HK.00570,17.0,23
HK.00571,47.0,39
HK.00572,47.0,59
HK.00573,49.0,71
HK.00574,3.0,29
HK.00575,57.0,39
HK.00576,48.0,35
HK.00579,30.0,29
HK.00580,5.0,4
HK.00581,32.0,21
HK.00582,37.0,61
HK.00583,34.0,24
HK.00585,97.0,23
HK.00586,19.0,14
HK.00587,10.0,44
HK.00588,36.0,35
HK.00590,46.0,33
HK.00591,50.0,66
HK.00595,96.0,86
HK.00596,3.0,5
HK.00598,74.0,78
HK.00599,30.0,28
HK.00600,,95
HK.00601,35.0,11
HK.00602,42.0,59
HK.00603,20.0,34
HK.00604,26.0,17
HK.00605,32.0,24
HK.00606,47.0,65
HK.00607,8.0,1
HK.00608,33.0,24
HK.00609,34.0,61
HK.00610,76.0,65
HK.00611,38.0,26
HK.00613,96.0,89
HK.00616,2.0,45
HK.00617,52.0,86
HK.00618,86.0,26
HK.00619,46.0,40
HK.00620,12.0,34
HK.00621,22.0,10
HK.00622,97.0,92
HK.00623,74.0,75
HK.00626,93.0,97
HK.00627,26.0,6
HK.00628,69.0,4
HK.00629,68.0,79
HK.00630,14.0,91
HK.00631,76.0,85
HK.00632,11.0,27
HK.00635,72.0,82
HK.00636,51.0,64
HK.00637,54.0,46
HK.00639,76.0,85
HK.00640,61.0,48
HK.00641,76.0,59
HK.00643,13.0,7
HK.00645,86.0,82
HK.00646,94.0,98
HK.00648,0.0,1
HK.00650,21.0,9
HK.00653,93.0,98
HK.00655,83.0,36
HK.00656,80.0,81
HK.00657,86.0,95
HK.00658,9.0,16
HK.00659,68.0,50
HK.00660,92.0,70
HK.00661,90.0,90
HK.00662,68.0,46
HK.00664,,15
HK.00666,12.0,13
HK.00667,25.0,26
HK.00669,83.0,49
HK.00670,16.0,13
HK.00672,14.0,14
HK.00673,5.0,4
HK.00674,26.0,65
HK.00675,55.0,39
HK.00676,67.0,60
HK.00677,76.0,80
HK.00679,97.0,4
HK.00681,46.0,63
HK.00682,40.0,36
HK.00683,49.0,32
HK.00684,24.0,41
HK.00685,53.0,54
HK.00686,9.0,5
HK.00687,85.0,90
HK.00688,52.0,22
HK.00689,30.0,23
HK.00690,16.0,73
HK.00691,10.0,63
HK.00693,66.0,71
HK.00694,24.0,29
HK.00695,74.0,36
HK.00696,53.0,71
HK.00697,18.0,10
HK.00698,29.0,86
HK.00700,34.0,35
HK.00701,11.0,29
HK.00702,64.0,57
HK.00703,19.0,44
HK.00704,53.0,57
HK.00707,64.0,57
HK.00708,64.0,57
HK.00709,60.0,59
HK.00710,43.0,62
HK.00711,72.0,67
HK.00712,12.0,39
HK.00713,28.0,17
HK.00716,23.0,30
HK.00717,27.0,44
HK.00718,45.0,65
HK.00719,43.0,30
HK.00720,73.0,20
HK.00722,41.0,25
HK.00723,82.0,89
HK.00725,81.0,73
HK.00726,27.0,11
HK.00727,14.0,45
HK.00728,51.0,55
HK.00730,53.0,44
HK.00731,84.0,17
HK.00732,38.0,37
HK.00733,17.0,11
HK.00736,4.0,79
HK.00737,77.0,78
HK.00738,87.0,84
HK.00743,35.0,10
HK.00745,98.0,18
HK.00746,53.0,55
HK.00747,34.0,15
HK.00750,27.0,24
HK.00751,35.0,18
HK.00752,43.0,33
HK.00753,18.0,22
HK.00754,48.0,57
HK.00755,31.0,16
HK.00756,92.0,98
HK.00757,18.0,30
HK.00759,42.0,32
HK.00760,15.0,21
HK.00762,24.0,44
HK.00763,35.0,31
HK.00764,4.0,10
HK.00765,22.0,83
HK.00767,60.0,90
HK.00769,64.0,57
HK.00771,55.0,45
HK.00772,16.0,31
HK.00775,19.0,38
HK.00776,1.0,6
HK.00777,68.0,86
HK.00780,10.0,6
HK.00784,98.0,52
HK.00788,46.0,52
HK.00789,6.0,10
HK.00794,91.0,93
HK.00797,91.0,90
HK.00798,19.0,21
HK.00799,68.0,42
HK.00800,,35
HK.00804,98.0,98
HK.00805,98.0,96
HK.00806,42.0,43
HK.00807,45.0,46
HK.00809,5.0,17
HK.00811,36.0,17
HK.00813,1.0,1
HK.00814,66.0,79
HK.00815,5.0,11
HK.00816,50.0,44
HK.00817,46.0,16
HK.00818,23.0,30
HK.00819,11.0,9
HK.00821,81.0,95
HK.00822,39.0,16
HK.00825,42.0,46
HK.00826,54.0,63
HK.00827,84.0,72
HK.00828,17.0,18
HK.00829,82.0,97
HK.00830,30.0,78
HK.00831,85.0,74
HK.00832,13.0,45
HK.00833,33.0,6
HK.00834,42.0,38
HK.00836,72.0,71
HK.00837,41.0,35
HK.00838,31.0,28
HK.00839,28.0,50
HK.00840,40.0,72
HK.00841,63.0,86
HK.00842,28.0,30
HK.00844,47.0,67
HK.00845,64.0,57
HK.00846,32.0,49
HK.00848,34.0,24
HK.00851,51.0,89
HK.00852,87.0,93
HK.00853,15.0,24
HK.00854,34.0,33
HK.00855,38.0,30
HK.00856,70.0,35
HK.00857,78.0,62
HK.00858,66.0,76
HK.00859,83.0,87
HK.00860,67.0,94
HK.00861,68.0,91
HK.00862,94.0,41
HK.00863,22.0,20
HK.00864,43.0,9
HK.00865,82.0,46
HK.00866,40.0,82
HK.00867,51.0,43
HK.00868,55.0,33
HK.00869,59.0,71
HK.00871,8.0,3
HK.00873,8.0,6
HK.00874,32.0,20
HK.00875,3.0,1
HK.00876,28.0,35
HK.00878,59.0,43
HK.00880,15.0,31
HK.00881,2.0,2
HK.00882,48.0,59
HK.00883,77.0,72
HK.00884,3.0,10
HK.00887,80.0,83
HK.00888,6.0,17
HK.00889,49.0,6
HK.00893,40.0,31
HK.00894,96.0,90
HK.00895,23.0,36
HK.00896,66.0,42
HK.00897,74.0,90
HK.00898,50.0,33
HK.00899,69.0,79
HK.00900,83.0,67
HK.00901,,40
HK.00902,58.0,51
HK.00907,43.0,57
HK.00909,3.0,4
HK.00910,79.0,93
HK.00911,70.0,1
HK.00912,67.0,62
HK.00914,32.0,36
HK.00915,72.0,96
HK.00916,31.0,39
HK.00917,3.0,42
HK.00918,96.0,26
HK.00919,47.0,45
HK.00921,58.0,48
HK.00922,34.0,39
HK.00923,42.0,34
HK.00924,68.0,80
HK.00926,55.0,48
HK.00927,27.0,34
HK.00928,91.0,97
HK.00929,32.0,29
HK.00931,40.0,77
HK.00932,55.0,75
HK.00933,13.0,70
HK.00934,65.0,66
HK.00936,86.0,49
HK.00938,33.0,40
HK.00939,85.0,81
HK.00941,67.0,62
HK.00943,55.0,88
HK.00945,85.0,69
HK.00947,67.0,79
HK.00948,81.0,89
HK.00950,37.0,59
HK.00951,29.0,12
HK.00952,31.0,66
HK.00953,19.0,19
HK.00954,16.0,10
HK.00956,50.0,72
HK.00959,64.0,57
HK.00960,12.0,10
HK.00966,81.0,69
HK.00968,17.0,22
HK.00969,62.0,90
HK.00970,75.0,97
HK.00974,33.0,59
HK.00975,71.0,83
HK.00976,64.0,57
HK.00978,44.0,47
HK.00979,85.0,94
HK.00980,54.0,76
HK.00981,50.0,12
HK.00983,88.0,95
HK.00984,48.0,90
HK.00986,3.0,6
HK.00987,91.0,80
HK.00989,25.0,41
HK.00990,27.0,62
HK.00991,77.0,80
HK.00992,96.0,93
HK.00993,25.0,31
HK.00994,63.0,80
HK.00995,81.0,65
HK.00997,37.0,62
HK.00998,83.0,84
HK.00999,74.0,86
HK.01000,15.0,6
HK.01001,49.0,40
HK.01002,68.0,62
HK.01003,29.0,38
HK.01004,22.0,94
HK.01005,58.0,38
HK.01007,64.0,57
HK.01008,37.0,28
HK.01009,83.0,70
HK.01010,34.0,97
HK.01011,5.0,62
HK.01013,84.0,46
HK.01020,88.0,90
HK.01021,,68
HK.01022,13.0,10
HK.01023,39.0,21
HK.01024,5.0,3
HK.01025,31.0,63
HK.01026,85.0,98
HK.01027,81.0,11
HK.01028,92.0,22
HK.01029,24.0,28
HK.01030,25.0,63
HK.01033,46.0,63
HK.01036,81.0,73
HK.01037,89.0,88
HK.01038,81.0,72
HK.01039,86.0,92
HK.01044,35.0,15
HK.01045,45.0,49
HK.01046,97.0,98
HK.01047,69.0,47
HK.01049,27.0,13
HK.01050,39.0,36
HK.01051,23.0,28
HK.01052,40.0,37
HK.01053,22.0,34
HK.01055,17.0,19
HK.01057,41.0,72
HK.01058,48.0,30
HK.01059,74.0,70
HK.01060,16.0,35
HK.01061,10.0,16
HK.01063,10.0,50
HK.01064,44.0,62
HK.01065,56.0,48
HK.01066,25.0,30
HK.01068,19.0,49
HK.01069,26.0,22
HK.01070,90.0,84
HK.01071,56.0,63
HK.01072,32.0,11
HK.01073,48.0,49
HK.01075,14.0,44
HK.01079,16.0,12
HK.01080,13.0,20
HK.01081,,32
HK.01082,17.0,36
HK.01083,37.0,21
HK.01084,63.0,41
HK.01085,60.0,38
HK.01086,82.0,93
HK.01087,94.0,96
HK.01088,77.0,69
HK.01090,30.0,38
HK.01091,61.0,83
HK.01093,78.0,79
HK.01094,45.0,65
HK.01097,57.0,62
HK.01098,36.0,66
HK.01099,40.0,24
HK.01100,56.0,32
HK.01101,64.0,57
HK.01102,94.0,82
HK.01104,85.0,93
HK.01105,54.0,80
HK.01107,28.0,57
HK.01108,10.0,31
HK.01109,55.0,15
HK.01110,33.0,13
HK.01111,61.0,74
HK.01112,89.0,91
HK.01113,78.0,61
HK.01114,28.0,67
HK.01115,70.0,89
HK.01116,37.0,39
HK.01117,88.0,91
HK.01118,77.0,74
HK.01119,35.0,90
HK.01120,17.0,16
HK.01121,2.0,22
HK.01122,7.0,5
HK.01123,81.0,88
HK.01124,6.0,66
HK.01125,19.0,30
HK.01126,30.0,41
HK.01127,57.0,59
HK.01128,58.0,45
HK.01129,13.0,57
HK.01130,33.0,11
HK.01132,78.0,38
HK.01133,59.0,14
HK.01134,36.0,7
HK.01137,30.0,44
HK.01138,92.0,94
HK.01141,2.0,1
HK.01142,9.0,65
HK.01145,56.0,36
HK.01146,85.0,61
HK.01147,18.0,10
HK.01148,41.0,35
HK.01150,7.0,42
HK.01152,8.0,6
HK.01153,38.0,15
HK.01156,91.0,76
HK.01157,26.0,8
HK.01159,49.0,30
HK.01161,88.0,54
HK.01162,84.0,87
HK.01163,49.0,25
HK.01164,15.0,10
HK.01165,62.0,57
HK.01166,71.0,97
HK.01167,51.0,87
HK.01168,86.0,90
HK.01170,38.0,47
HK.01171,77.0,69
HK.01172,76.0,95
HK.01173,58.0,53
HK.01176,17.0,22
HK.01177,57.0,86
HK.01179,60.0,43
HK.01180,90.0,62
HK.01181,11.0,32
HK.01182,69.0,66
HK.01183,28.0,22
HK.01184,93.0,86
HK.01186,49.0,49
HK.01187,,69
HK.01188,64.0,57
HK.01193,48.0,72
HK.01195,75.0,96
HK.01196,72.0,96
HK.01198,8.0,5
HK.01199,80.0,90
HK.01200,21.0,7
HK.01201,91.0,40
HK.01202,84.0,39
HK.01203,41.0,49
HK.01204,76.0,77
HK.01205,74.0,62
HK.01206,11.0,24
HK.01208,80.0,63
HK.01209,54.0,42
HK.01211,43.0,31
HK.01213,79.0,61
HK.01215,30.0,73
HK.01216,49.0,52
HK.01218,39.0,69
HK.01220,64.0,57
HK.01221,57.0,43
HK.01222,49.0,35
HK.01223,43.0,31
HK.01224,55.0,42
HK.01225,76.0,60
HK.01228,41.0,35
HK.01229,35.0,66
HK.01231,78.0,73
HK.01232,77.0,91
HK.01233,37.0,95
HK.01234,42.0,24
HK.01235,78.0,68
HK.01236,,3
HK.01237,75.0,77
HK.01238,13.0,11
HK.01239,26.0,11
HK.01240,58.0,61
HK.01241,73.0,94
HK.01243,42.0,30
HK.01244,8.0,54
HK.01245,93.0,97
HK.01247,5.0,26
HK.01250,16.0,55
HK.01251,16.0,15
HK.01252,46.0,57
HK.01253,18.0,76
HK.01255,94.0,3
HK.01257,50.0,54
HK.01258,84.0,83
HK.01259,55.0,24
HK.01260,33.0,25
HK.01262,88.0,77
HK.01265,33.0,38
HK.01268,1.0,2
HK.01269,86.0,94
HK.01270,54.0,34
HK.01271,4.0,44
HK.01272,69.0,74
HK.01273,82.0,67
HK.01274,3.0,3
HK.01276,15.0,8
HK.01277,86.0,78
HK.01278,49.0,68
HK.01280,85.0,98
HK.01281,48.0,47
HK.01282,62.0,95
HK.01283,75.0,84
HK.01284,90.0,91
HK.01285,93.0,96
HK.01286,86.0,27
HK.01288,80.0,75
HK.01289,45.0,46
HK.01290,63.0,37
HK.01292,12.0,35
HK.01293,64.0,57
HK.01298,73.0,61
HK.01299,69.0,73
HK.01300,98.0,97
HK.01301,25.0,29
HK.01302,34.0,52
HK.01303,19.0,9
HK.01304,66.0,82
HK.01305,79.0,83
HK.01308,92.0,92
HK.01310,52.0,32
HK.01312,79.0,82
HK.01313,16.0,23
HK.01314,85.0,83
HK.01315,15.0,37
HK.01316,51.0,72
HK.01317,16.0,54
HK.01318,12.0,21
HK.01319,78.0,73
HK.01321,83.0,81
HK.01323,80.0,27
HK.01326,50.0,57
HK.01327,96.0,90
HK.01328,28.0,8
HK.01330,81.0,87
HK.01332,81.0,71
HK.01333,7.0,48
HK.01334,39.0,6
HK.01335,28.0,38
HK.01336,63.0,61
HK.01338,66.0,89
HK.01339,71.0,87
HK.01340,76.0,32
HK.01341,2.0,33
HK.01343,92.0,96
HK.01345,72.0,50
HK.01346,55.0,42
HK.01347,85.0,9
HK.01348,68.0,19
HK.01349,48.0,66
HK.01351,13.0,13
HK.01354,67.0,94
HK.01355,87.0,67
HK.01357,16.0,24
HK.01358,28.0,40
HK.01359,26.0,31
HK.01361,50.0,49
HK.01362,90.0,51
HK.01364,57.0,45
HK.01368,27.0,59
HK.01370,8.0,34
HK.01371,9.0,70
HK.01372,76.0,53
HK.01373,47.0,52
HK.01375,33.0,47
HK.01376,24.0,57
HK.01378,36.0,43
HK.01379,9.0,66
HK.01380,39.0,3
HK.01382,35.0,43
HK.01384,,7
HK.01385,22.0,39
HK.01388,20.0,43
HK.01389,89.0,68
HK.01393,5.0,6
HK.01395,36.0,79
HK.01396,91.0,74
HK.01397,16.0,18
HK.01398,83.0,73
HK.01399,87.0,20
HK.01400,87.0,89
HK.01401,7.0,34
HK.01402,97.0,98
HK.01405,8.0,9
HK.01406,64.0,57
HK.01407,85.0,90
HK.01408,89.0,87
HK.01410,91.0,59
HK.01412,39.0,50
HK.01413,22.0,74
HK.01415,37.0,48
HK.01416,62.0,42
HK.01417,99.0,64
HK.01418,11.0,7
HK.01419,49.0,66
HK.01420,86.0,93
HK.01421,88.0,75
HK.01425,62.0,65
HK.01427,49.0,66
HK.01428,35.0,61
HK.01429,94.0,92
HK.01431,76.0,86
HK.01432,73.0,68
HK.01433,46.0,57
HK.01440,91.0,94
HK.01442,40.0,48
HK.01443,74.0,91
HK.01446,20.0,13
HK.01447,68.0,27
HK.01448,56.0,57
HK.01449,98.0,99
HK.01450,34.0,20
HK.01451,88.0,93
HK.01452,93.0,88
HK.01455,80.0,80
HK.01456,29.0,38
HK.01458,26.0,29
HK.01459,32.0,21
HK.01460,46.0,50
HK.01461,78.0,78
HK.01463,90.0,90
HK.01466,96.0,96
HK.01468,2.0,46
HK.01470,55.0,33
HK.01471,7.0,15
HK.01472,84.0,25
HK.01473,94.0,8
HK.01475,61.0,64
HK.01476,29.0,40
HK.01477,34.0,52
HK.01478,6.0,4
HK.01480,23.0,9
HK.01481,81.0,49
HK.01483,71.0,66
HK.01486,19.0,23
HK.01488,89.0,91
HK.01489,99.0,99
HK.01490,80.0,63
HK.01496,87.0,93
HK.01497,68.0,86
HK.01498,19.0,17
HK.01499,20.0,76
HK.01500,97.0,95
HK.01501,76.0,70
HK.01502,56.0,46
HK.01508,49.0,63
HK.01511,,21
HK.01513,23.0,9
HK.01515,46.0,42
HK.01516,19.0,34
HK.01518,2.0,8
HK.01519,57.0,34
HK.01520,45.0,95
HK.01521,57.0,25
HK.01522,24.0,36
HK.01523,70.0,38
HK.01525,60.0,54
HK.01526,60.0,33
HK.01527,74.0,82
HK.01528,31.0,48
HK.01529,94.0,98
HK.01530,24.0,42
HK.01532,86.0,82
HK.01536,97.0,99
HK.01538,91.0,90
HK.01539,37.0,15
HK.01540,93.0,94
HK.01541,10.0,37
HK.01542,4.0,12
HK.01543,28.0,63
HK.01545,91.0,74
HK.01546,73.0,13
HK.01547,77.0,83
HK.01548,97.0,98
HK.01549,16.0,64
HK.01551,58.0,60
HK.01552,85.0,77
HK.01553,67.0,68
HK.01555,49.0,85
HK.01556,31.0,28
HK.01557,93.0,79
HK.01559,22.0,27
HK.01560,95.0,98
HK.01561,60.0,92
HK.01563,32.0,64
HK.01565,56.0,21
HK.01566,99.0,99
HK.01568,59.0,64
HK.01569,20.0,43
HK.01570,97.0,51
HK.01571,66.0,48
HK.01572,39.0,64
HK.01575,27.0,51
HK.01576,68.0,66
HK.01577,75.0,64
HK.01578,50.0,46
HK.01579,74.0,40
HK.01580,86.0,87
HK.01581,89.0,81
HK.01582,91.0,96
HK.01583,50.0,77
HK.01585,31.0,19
HK.01586,20.0,12
HK.01587,21.0,18
HK.01588,28.0,71
HK.01591,28.0,28
HK.01592,41.0,8
HK.01593,44.0,73
HK.01596,4.0,40
HK.01597,90.0,20
HK.01598,64.0,57
HK.01599,35.0,41
HK.01600,43.0,49
HK.01601,52.0,32
HK.01606,69.0,71
HK.01608,1.0,1
HK.01609,,2
HK.01610,41.0,70
HK.01611,19.0,42
HK.01612,29.0,35
HK.01613,98.0,97
HK.01615,87.0,71
HK.01616,64.0,57
