ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma
A,0.012230789576334134,67,1,5,0.25
AA,-0.11247256162688796,23,1,1,0.3
AACG,-0.016186820833806514,52,0,0,0.5
AACIU,-0.0017023256435639619,59,0,0,0.75
AACOU,-0.008523321001986162,55,0,0,0.75
AAL,-0.15660593833194586,16,1,25,1.0
AAME,-0.16912591454808723,15,1,9,0.95
AAMI,0.090745889913354,84,0,0,0.15
AAOI,-0.22529041660435403,10,1,14,0.75
AAON,-0.22668497384278538,9,1,53,1.0
AAP,-0.21420599118129613,11,1,16,0.95
AAPG,-0.11506557722640404,22,1,8,0.8
AAPL,0.06405477040601061,80,0,0,0.5
AARD,-0.11616570346510603,22,1,10,0.7
AAT,-0.08207016703095465,29,1,36,1.0
AAUC,-0.01846751919487912,51,1,1,0.15
AB,-0.0023699238065772784,59,0,0,0.45
ABAT,-0.04977150385001327,39,1,1,0.4
ABBV,0.044132108284605835,76,0,0,0.45
ABCB,-0.046553156436245774,40,1,30,1.0
ABCL,0.42347240870477976,97,1,1,0.05
ABEO,-0.19540855818229752,12,1,20,1.0
ABEV,0.024628736930573276,71,0,0,0.7
ABG,0.0059200402667695575,65,1,3,0.85
ABLV,0.04845168387824674,77,0,0,0.25
ABM,0.04819412162734347,76,0,0,0.8
ABNB,0.05190908683129264,77,1,3,0.15
ABOS,0.15462591109104437,90,1,2,0.1
ABR,-0.04524757538791894,41,1,3,0.6
ABSI,-0.06642368494017746,34,1,9,0.55
ABT,0.038860915931199315,75,1,8,0.4
ABTC,0.16191120064992623,90,0,0,0.0
ABTS,0.11982854562455178,87,0,0,0.2
ABUS,0.1209529142112776,87,0,0,0.05
ABVC,-0.14104034337534022,18,0,0,0.75
ABVX,-0.05512859448684902,37,1,1,0.9
ABX,-0.0013560090695618043,60,1,1,0.7
ACA,0.03383014494898988,73,0,0,0.65
ACAAU,-0.0008076022270482094,60,0,0,0.6
ACAD,0.05436504736754651,78,1,5,0.25
ACB,0.1763209654292287,91,1,1,0.05
ACCL,0.22176140282532422,93,1,1,0.2
ACCO,0.03302787582801039,73,1,1,0.25
ACCS,-0.15547747808611867,16,1,8,0.95
ACDC,-0.0723854860887824,32,0,0,0.2
ACEL,-0.08690439120075419,28,1,30,1.0
